Cell HMSLID	Cell line	Small Molecule HMSLID	Small Molecule	Seeding density	Replicate	IC50	Emax	AUC	IC curve fit	r2 for IC curve	EC50 for IC curve	Einf for IC curve	Hill coeff. for IC curve	GR50	GRmax	GR_AOC	GR curve fit	r2 for GR curve	EC50 for GR curve	Einf for GR curve	Hill coeff. for GR curve
50105	BT-20	10102	Taxol	312.5	3	0.0094583	0.37655	0.34575	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97561	0.0066264	0.41561	5	0.0066005	-0.16393	0.64403	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97071	0.0068101	-0.084613	5
50105	BT-20	10102	Taxol	625	3	0.0087975	0.27069	0.43465	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9661	0.0039278	0.31308	1.2202	0.0028323	-0.27912	0.7551	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96147	0.003791	-0.19392	1.1242
50105	BT-20	10102	Taxol	1250	3	0.006607	0.27757	0.43137	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99342	0.0041643	0.3056	2.0466	0.0037505	-0.20303	0.70905	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99264	0.0043163	-0.14906	1.857
50105	BT-20	10102	Taxol	2500	3	0.0067714	0.23817	0.4601	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98836	0.0051528	0.25979	2.6837	0.0051585	-0.17134	0.68802	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99019	0.0056137	-0.12528	2.6438
50105	BT-20	10102	Taxol	5000	3	0.0077441	0.26787	0.4488	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97912	0.0055388	0.27133	2.3342	0.004934	-0.25785	0.76098	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98351	0.0058588	-0.2476	2.3414
50105	BT-20	10250	Etoposide	156.25	3	24.8498	0.54715	0.059534	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9299	16.0883	0.19366	1.1268	8.4612	0.14335	0.13442	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95676	20.2676	-0.72599	1.0267
50105	BT-20	10250	Etoposide	312.5	3	Inf	0.53241	0.077902	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96143	2.7175	0.53616	1.8586	3.3112	0.13157	0.16928	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98508	2.7935	0.12652	1.7158
50105	BT-20	10250	Etoposide	625	3	6.0975	0.42466	0.11717	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97333	2.1561	0.42877	1.8746	2.5827	0.084021	0.197	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98681	2.3288	0.084096	1.7793
50105	BT-20	10250	Etoposide	1250	3	3.4238	0.39162	0.16031	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98014	1.2638	0.41221	1.7456	1.7161	0.097268	0.23806	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98793	1.4469	0.12036	1.614
50105	BT-20	10250	Etoposide	2500	3	2.4283	0.3429	0.2	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98662	1.1042	0.34444	1.4816	1.2701	-0.0038653	0.29832	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99176	1.2899	-0.011032	1.4091
50105	BT-20	10250	Etoposide	5000	3	2.2034	0.35426	0.22274	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98772	0.94448	0.3406	1.3495	0.88791	-0.092993	0.37132	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99122	1.05	-0.12393	1.3204
50105	BT-20	10099	Nilotinib	156.25	3	Inf	1.05	0.03802	flat fit: x = Einf	0.074483	Inf	1.05	0	Inf	1.05	0.095301	flat fit: x = Einf	0.096323	Inf	1.05	0
50105	BT-20	10099	Nilotinib	312.5	3	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0
50105	BT-20	10099	Nilotinib	625	3	Inf	1.0387	-0.048799	flat fit: x = Einf	-187.4768	Inf	1.0387	0	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0
50105	BT-20	10099	Nilotinib	1250	3	Inf	0.6127	0.0092335	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.87784	5.6289	0.66407	4.9995	Inf	0.46298	0.028912	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.90409	5.4945	0.5404	4.975
50105	BT-20	10099	Nilotinib	2500	3	8.5158	0.3395	0.047994	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97508	6.8674	0.32947	5	6.9453	-0.010221	0.091712	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98744	7.0079	-0.022945	5
50105	BT-20	10099	Nilotinib	5000	3	7.9171	0.27056	0.056215	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97758	6.8469	0.2581	5	6.3355	-0.26144	0.12573	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99129	6.9197	-0.27717	5
50105	BT-20	10049	PLX-4720	156.25	3	23.4882	0.68672	-0.01437	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.86448	23.4881	1.43E-05	5	19.1631	0.41106	0.0034207	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94316	23.872	-1	5
50105	BT-20	10049	PLX-4720	312.5	3	24.832	0.74354	-0.036524	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.75508	24.8319	2.67E-06	5	20.3724	0.53019	-0.029292	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.90734	25.3785	-1	5
50105	BT-20	10049	PLX-4720	625	3	27.1685	0.81984	-0.040287	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.5695	27.1647	0.00035477	5	23.3287	0.73003	-0.037253	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.76856	29.055	-0.99839	5
50105	BT-20	10049	PLX-4720	1250	3	27.4271	0.82644	-0.03828	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.56556	27.4199	0.00065968	5	24.1694	0.76859	-0.03712	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.71645	30.0978	-0.99731	5
50105	BT-20	10049	PLX-4720	2500	3	Inf	0.7649	-0.017337	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.85236	17.7176	0.63327	4.7685	26.7937	0.67967	-0.016177	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.90136	19.9517	0.36326	4.3971
50105	BT-20	10049	PLX-4720	5000	3	Inf	0.77469	-0.0097811	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.86614	10.2702	0.76659	4.9996	Inf	0.64742	-0.0058659	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91515	10.3841	0.63403	5
50105	BT-20	10024	NVP-TAE684	156.25	3	4.8641	0.36859	0.075824	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97444	2.9659	0.31054	1.9617	2.3148	-0.20956	0.16871	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99191	3.1061	-0.35362	1.8191
50105	BT-20	10024	NVP-TAE684	312.5	3	3.7935	0.38869	0.077513	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96971	2.1702	0.37673	2.5072	1.9558	-0.14999	0.17296	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99025	2.2149	-0.17752	2.4417
50105	BT-20	10024	NVP-TAE684	625	3	2.9826	0.25722	0.092507	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9802	2.4087	0.25008	3.2454	2.2539	-0.24119	0.16693	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99193	2.5629	-0.25649	3.2228
50105	BT-20	10024	NVP-TAE684	1250	3	2.4485	0.35775	0.095474	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97694	1.7399	0.35761	3.6764	1.8738	0.035904	0.1553	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98902	1.8372	0.034453	3.6151
50105	BT-20	10024	NVP-TAE684	2500	3	2.5949	0.32824	0.10122	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98088	1.8812	0.3263	3.2875	1.954	-0.031517	0.16377	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99099	1.997	-0.036461	3.2405
50105	BT-20	10024	NVP-TAE684	5000	3	3.4169	0.36545	0.092958	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98584	2.2807	0.35942	3.1387	2.2559	-0.071031	0.16087	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99371	2.3698	-0.08298	3.1156
50105	BT-20	10071	Palbociclib	156.25	3	26.2184	0.58115	0.062441	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.86031	26.2184	2.24E-14	1.4198	11.6786	0.11322	0.12738	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.89031	23.4356	-1	1.5773
50105	BT-20	10071	Palbociclib	312.5	3	Inf	0.58042	0.2057	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95514	0.13051	0.61261	1.8634	0.32819	0.24933	0.3669	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9706	0.18296	0.28017	1.4064
50105	BT-20	10071	Palbociclib	625	3	Inf	0.51226	0.27453	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.60926	0.037537	0.63944	1.6869	0.03935	0.18374	0.47005	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.54008	0.026197	0.43461	5
50105	BT-20	10071	Palbociclib	1250	3	1.0299	0.36882	0.31661	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95473	0.21994	0.37917	0.91993	0.22573	-0.030391	0.51581	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96138	0.23809	-0.022063	0.81059
50105	BT-20	10071	Palbociclib	2500	3	0.87674	0.3802	0.31511	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99428	0.24134	0.38546	1.1424	0.34812	0.10448	0.44106	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99252	0.27627	0.11474	1.1275
50105	BT-20	10071	Palbociclib	5000	3	Inf	0.50451	0.28342	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94752	0.15025	0.49998	0.94221	0.27076	0.19532	0.45317	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95003	0.1658	0.18792	0.96108
50057	SK-BR-3	10146	GSK2126458	156.25	3	Inf	0.67306	0.17041	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.64229	0.16507	0.65437	0.53909	0.014612	-0.66007	0.9668	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.62533	0.13489	-0.90172	0.46379
50057	SK-BR-3	10146	GSK2126458	312.5	3	0.68031	0.34861	0.4113	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93614	0.25525	0.10493	0.24028	0.0016016	-0.4719	0.96478	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93305	0.12916	-0.94185	0.24125
50057	SK-BR-3	10146	GSK2126458	625	3	0.081315	0.31981	0.49373	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98902	0.012416	0.28923	0.45966	0.0027993	-0.41434	1.0341	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98857	0.011597	-0.47321	0.46854
50057	SK-BR-3	10146	GSK2126458	1250	3	0.041082	0.28704	0.53309	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99608	0.0082418	0.27082	0.48563	0.0024318	-0.39595	1.0387	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99619	0.0086652	-0.42773	0.48645
50057	SK-BR-3	10146	GSK2126458	2500	3	0.03608	0.27294	0.53799	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99044	0.0083328	0.28084	0.56279	0.001815	-0.57953	1.1977	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99127	0.0066989	-0.5607	0.57593
50057	SK-BR-3	10146	GSK2126458	5000	3	0.073924	0.33297	0.47519	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98761	0.011878	0.35427	0.67432	0.0016202	-0.8015	1.4337	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99322	0.0051984	-0.75292	0.78798
50057	SK-BR-3	10264	Methotrexate	156.25	3	Inf	1.0279	-0.042094	flat fit: x = Einf	-0.66924	Inf	1.0279	0	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0
50057	SK-BR-3	10264	Methotrexate	312.5	3	Inf	1.0354	-0.010075	flat fit: x = Einf	-0.1259	Inf	1.0354	0	Inf	1.05	0.012557	flat fit: x = Einf	0.18196	Inf	1.05	0
50057	SK-BR-3	10264	Methotrexate	625	3	Inf	0.99284	-0.0008661	flat fit: x = Einf	-0.0020758	Inf	0.99284	0	Inf	0.98188	0.0026202	flat fit: x = Einf	-0.003304	Inf	0.98188	0
50057	SK-BR-3	10264	Methotrexate	1250	3	Inf	0.68825	0.15396	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97882	0.088119	0.7061	5	0.13132	0.39733	0.30361	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98849	0.088081	0.43211	5
50057	SK-BR-3	10264	Methotrexate	2500	3	Inf	0.5679	0.2235	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99132	0.086798	0.58045	4.9958	0.087296	0.013623	0.52086	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99664	0.085825	0.040719	4.9999
50057	SK-BR-3	10264	Methotrexate	5000	3	Inf	0.52531	0.24368	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99693	0.10209	0.52851	3.0607	0.069619	-0.49541	0.79899	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99836	0.089515	-0.49256	2.7278
50057	SK-BR-3	10102	Taxol	156.25	3	Inf	0.80333	0.053834	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.5252	62.0538	0.013456	0.37447	Inf	-0.30892	0.17519	flat fit: x = Einf	0.32174	Inf	-0.30892	0
50057	SK-BR-3	10102	Taxol	312.5	3	Inf	0.53727	0.32837	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97806	0.0021297	0.53565	1.8109	0.001844	-0.088455	0.77838	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98636	0.0020285	-0.091422	1.7611
50057	SK-BR-3	10102	Taxol	625	3	0.0081072	0.40541	0.40999	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95845	0.0023016	0.41088	1.3697	0.0016898	-0.24538	0.86175	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96387	0.0022442	-0.23463	1.3559
50057	SK-BR-3	10102	Taxol	1250	3	0.0063388	0.38913	0.40664	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98834	0.0029605	0.39297	2.0247	0.0025577	-0.19133	0.79333	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99106	0.0029816	-0.18343	2.0379
50057	SK-BR-3	10102	Taxol	2500	3	0.0051802	0.37373	0.39007	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99278	0.0038294	0.38961	4.9997	0.0033813	-0.38656	0.87023	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99439	0.0037639	-0.35457	5
50057	SK-BR-3	10102	Taxol	5000	3	0.008019	0.3778	0.36586	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99898	0.0051584	0.39038	3.4397	0.0034154	-0.7482	1.0618	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99887	0.0043909	-0.73029	3.5838
50057	SK-BR-3	10250	Etoposide	156.25	3	Inf	0.84022	-0.02534	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.63188	20.2679	0.67086	4.4438	Inf	-0.019448	0.20317	flat fit: x = Einf	0.28496	Inf	-0.019448	0
50057	SK-BR-3	10250	Etoposide	312.5	3	Inf	0.52685	0.21082	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92814	0.24528	0.5853	5	0.24618	-0.1117	0.51466	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9338	0.24401	0.021654	5
50057	SK-BR-3	10250	Etoposide	625	3	1.9039	0.39826	0.22287	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97417	0.60023	0.4052	1.4405	0.46814	-0.21187	0.45948	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9841	0.59849	-0.20348	1.39
50057	SK-BR-3	10250	Etoposide	1250	3	0.69251	0.4225	0.2626	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94847	0.26574	0.4841	3.6001	0.26991	-0.0969	0.49559	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94715	0.26642	0.020626	3.2348
50057	SK-BR-3	10250	Etoposide	2500	3	0.84019	0.39045	0.28518	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98925	0.2658	0.42071	1.6	0.20432	-0.29359	0.6115	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99007	0.25693	-0.22956	1.6488
50057	SK-BR-3	10250	Etoposide	5000	3	0.96208	0.42213	0.27715	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99017	0.2469	0.44636	1.6413	0.13756	-0.60447	0.82048	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99357	0.20085	-0.54667	1.9519
50057	SK-BR-3	10099	Nilotinib	156.25	3	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0	Inf	1.05	0.22636	flat fit: x = Einf	0.30288	Inf	1.05	0
50057	SK-BR-3	10099	Nilotinib	312.5	3	Inf	1.05	-0.04142	flat fit: x = Einf	-4.4122	Inf	1.05	0	Inf	1.05	-0.03836	flat fit: x = Einf	-2.118	Inf	1.05	0
50057	SK-BR-3	10099	Nilotinib	625	3	Inf	0.8022	-0.023436	flat fit: x = Einf	0.09842	Inf	0.8022	0	Inf	0.61682	-0.0040795	flat fit: x = Einf	0.30835	Inf	0.61682	0
50057	SK-BR-3	10099	Nilotinib	1250	3	13.6488	0.46758	0.031091	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96964	8.0249	0.46094	4.8006	8.0102	-0.0088121	0.085453	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98897	8.0783	-0.021037	4.8675
50057	SK-BR-3	10099	Nilotinib	2500	3	9.0398	0.38181	0.058309	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98704	6.8272	0.37714	5	6.1251	-0.31092	0.14263	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	6.7639	-0.32108	5
50057	SK-BR-3	10099	Nilotinib	5000	3	8.8636	0.45867	0.070092	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99604	5.4179	0.45725	4.9961	4.4114	-0.53904	0.20442	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99661	5.1117	-0.5445	5
50057	SK-BR-3	10049	PLX-4720	156.25	3	Inf	0.87366	-0.042687	flat fit: x = Einf	0.26509	Inf	0.87366	0	Inf	-0.36646	0.25321	flat fit: x = Einf	0.020329	Inf	-0.36646	0
50057	SK-BR-3	10049	PLX-4720	312.5	3	Inf	0.94678	-0.029586	flat fit: x = Einf	-0.15646	Inf	0.94678	0	Inf	0.88757	-0.025278	flat fit: x = Einf	0.40022	Inf	0.88757	0
50057	SK-BR-3	10049	PLX-4720	625	3	Inf	0.89711	-0.030019	flat fit: x = Einf	0.22714	Inf	0.89711	0	24.8776	0.79631	-0.017755	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.55263	30.9628	-0.99324	5
50057	SK-BR-3	10049	PLX-4720	1250	3	Inf	0.98148	-0.027644	flat fit: x = Einf	-1.2255	Inf	0.98148	0	Inf	0.96644	-0.035381	flat fit: x = Einf	-1.1061	Inf	0.96644	0
50057	SK-BR-3	10049	PLX-4720	2500	3	Inf	0.92476	-0.026477	flat fit: x = Einf	0.18896	Inf	0.92476	0	Inf	0.8346	-0.031219	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.61834	19.8465	0.67547	4.7428
50057	SK-BR-3	10049	PLX-4720	5000	3	Inf	0.96752	-0.0079794	flat fit: x = Einf	0.23737	Inf	0.96752	0	Inf	0.88071	-0.014316	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.57985	14.8978	0.8532	4.9798
50057	SK-BR-3	10024	NVP-TAE684	156.25	3	Inf	0.57307	-0.0060611	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91245	4.9271	0.56058	4.9887	Inf	1.05	0.02696	flat fit: x = Einf	0.059281	Inf	1.05	0
50057	SK-BR-3	10024	NVP-TAE684	312.5	3	4.7622	0.38232	0.073263	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96613	2.9117	0.35379	2.4992	2.3024	-0.40774	0.20555	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98316	2.809	-0.43403	3.1424
50057	SK-BR-3	10024	NVP-TAE684	625	3	3.313	0.31741	0.098401	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9797	2.2118	0.29506	2.2076	1.6876	-0.37374	0.21686	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99287	2.2233	-0.42053	2.2138
50057	SK-BR-3	10024	NVP-TAE684	1250	3	2.9403	0.36032	0.12115	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.979	1.8935	0.35424	2.801	1.6753	-0.22027	0.23697	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98608	1.9205	-0.23245	2.7952
50057	SK-BR-3	10024	NVP-TAE684	2500	3	2.9326	0.42018	0.1124	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99272	1.7264	0.41873	3.4289	1.5255	-0.23385	0.24223	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99416	1.7069	-0.23672	3.4496
50057	SK-BR-3	10024	NVP-TAE684	5000	3	Inf	0.52635	0.076328	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99501	2.4887	0.52256	3.4711	1.9407	-0.40329	0.23818	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99333	2.3019	-0.41127	3.5171
50057	SK-BR-3	10071	Palbociclib	156.25	3	Inf	0.96281	0.062496	flat fit: x = Einf	-4.29E-09	Inf	0.96281	0	Inf	1.05	0.4245	flat fit: x = Einf	-2.49E-09	Inf	1.05	0
50057	SK-BR-3	10071	Palbociclib	312.5	3	Inf	0.76084	0.10434	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8752	0.085351	0.81035	5	Inf	0.42108	0.26653	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.90391	0.084875	0.5377	5
50057	SK-BR-3	10071	Palbociclib	625	3	Inf	0.57034	0.16238	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9342	1.2113	0.51345	0.59967	1.2699	0.08994	0.34734	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96235	2.0443	-0.14561	0.53681
50057	SK-BR-3	10071	Palbociclib	1250	3	Inf	0.59527	0.18717	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95543	1.0831	0.49463	0.45796	1.2096	0.21328	0.36195	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95642	1.1682	0.0078513	0.45448
50057	SK-BR-3	10071	Palbociclib	2500	3	Inf	0.59837	0.20201	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92165	1.7065	0.4321	0.36314	0.41419	0.080279	0.47122	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9196	1.2715	-0.25589	0.36848
50057	SK-BR-3	10071	Palbociclib	5000	3	Inf	0.63099	0.1786	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95647	0.43514	0.60327	0.49194	0.087231	-0.24012	0.6677	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9547	0.19195	-0.26666	0.54196
50105	BT-20	10146	GSK2126458	156.25	4	0.14701	0.2064	0.40078	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91064	0.060363	0.29712	1.0133	0.021422	-0.73357	0.99486	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91412	0.040677	-0.58409	1.2069
50105	BT-20	10146	GSK2126458	312.5	4	0.04327	0.13142	0.5288	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9729	0.028335	0.19468	1.1652	0.016034	-0.66203	0.99306	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97534	0.032124	-0.54475	1.0605
