CellLine	HMSLid_CellLine	DrugName	HMSLid_Drug	GR50	GRmax	GRinf	Hill_GR	GR_AOC	GEC50	GR_r2	CtrlNDiv	BiolReplicate
HCC1395	50206-1	Taxol	10102-101-3	0.017467	-0.48414	-0.44031	1.9311	0.86082	0.024225	0.93103	0.8463	7813.002
HCC1395	50206-1	Taxol	10102-101-3	0.024849	-0.92368	-0.71289	5	0.91976	0.029668	0.98661	0.3983	9254.002
HCC1395	50206-1	Taxol	10102-101-3	0.0099406	-0.79123	-0.71414	1.7129	1.0122	0.016686	0.99607	0.7065	9258.002
HCC1395	50206-1	Temsirolimus	10277-101-1	4.013	-0.99478	-1	0.72135	0.44204	18.4032	0.85748	0.7873	12000.168
HCC1395	50206-1	Temsirolimus	10277-101-1	24.8236	-0.97562	-1	2.547	0.31464	38.2116	0.9202	1.47	12084.144
HCC1395	50206-1	Topotecan	10278-999-1	0.014857	-0.8539	-0.96705	0.47739	1.0047	0.14163	0.95435	0.8361	7813.007
HCC1395	50206-1	Topotecan	10278-999-1	0.0087099	-0.69076	-0.67473	0.5051	0.98943	0.047255	0.95486	1.1536	7816.007
HCC1395	50206-1	Topotecan	10278-999-1	0.018529	-0.65631	-0.65898	0.63043	0.92085	0.070306	0.95967	1.2352	9254.121
HCC1395	50206-1	Topotecan	10278-999-1	0.0034885	-0.99269	-0.92118	0.89205	1.3529	0.011252	0.92993	0.48	9258.121
HCC1395	50206-1	Tozasertib	10021-101-5	2.5427	-0.98659	-1	0.8955	0.49415	8.6714	0.92045	0.8565	12000.169
HCC1395	50206-1	Tozasertib	10021-101-5	10.4861	-0.70223	-1	2.4457	0.18674	16.4324	0.95346	1.1178	12084.160
HCC1395	50206-1	Trametinib	10142-999-2	Inf	0.3285	0.3285	0	0.36751	Inf	0.40497	1.0493	7813.012
HCC1395	50206-1	Trametinib	10142-999-2	0.2614	0.2979	0.42457	2.4735	0.22204	0.12168	0.902	0.803	7813.036
HCC1395	50206-1	Trametinib	10142-999-2	0.15444	0.19401	0.33091	1.0373	0.30788	0.054304	0.91073	0.8168	7814.036
HCC1395	50206-1	Trametinib	10142-999-2	0.27758	0.41399	0.44525	1.7616	0.22302	0.079089	0.97696	1.02	7816.050
HCC1395	50206-1	Trametinib	10142-999-2	0.15467	-0.0098307	0.10873	2.5731	0.34394	0.14061	0.91902	0.5251	9258.024
HCC1395	50206-1	Trastuzumab	80025-1	Inf	0.87837	0.87837	0	-0.033466	Inf	0.38665	0.8067	9254.124
HCC1395	50206-1	Trastuzumab	80025-1	Inf	0.57837	0.57837	0	0.13977	Inf	0.21259	0.5632	9258.026
HCC1395	50206-1	Trichostatin A	10279-101-1	16.1072	-0.96063	-0.87796	2.5962	0.8678	23.8013	0.92279	0.8513	7435.065
HCC1395	50206-1	Trichostatin A	10279-101-1	33.853	-0.86445	-0.82169	1.3406	0.59945	69.9034	0.99844	1.2177	7436.065
HCC1395	50206-1	Triciribine	10280-101-1	1.3802	0.10322	-0.83015	0.29738	0.31795	37.0564	0.92012	0.8579	7435.074
HCC1395	50206-1	Triciribine	10280-101-1	0.41114	0.42612	0.40357	5	0.24561	0.29583	0.81369	1.2173	7436.074
HCC1395	50206-1	Valproic acid	10346-110-1	651.1227	-0.45872	-0.19897	0.78077	0.3217	1000	0.59063	0.8939	12000.143
HCC1395	50206-1	Valproic acid	10346-110-1	Inf	-0.31986	-0.31986	0	0.1782	Inf	0.56623	1.3499	12084.143
HCC1395	50206-1	Vinorelbine	10281-101-1	0.00023606	-0.99874	-0.85576	0.80399	1.5321	0.00081631	0.93916	0.842	7813.018
HCC1395	50206-1	Vinorelbine	10281-101-1	0.0032647	-0.98968	-0.82604	1.8086	1.2937	0.0055983	0.97911	0.8414	7814.042
HCC1395	50206-1	Vinorelbine	10281-101-1	0.0074219	-0.97356	-0.73826	3.2478	1.1471	0.0098124	0.98331	0.9332	7816.042
HCC1395	50206-1	Vorinostat	10282-101-1	248.6295	-0.83495	-0.86637	1.3145	0.54836	534.1757	0.98154	0.8513	7435.065
HCC1395	50206-1	Vorinostat	10282-101-1	329.0328	-0.72119	-0.70074	1.3201	0.43198	638.9275	0.99416	1.2177	7436.065
HCC1395	50206-1	XRP44X	10283-101-1	0.75256	-0.39292	-0.3073	2.5087	0.54331	0.91091	0.96765	0.7671	12000.157
HCC1395	50206-1	XRP44X	10283-101-1	1.3323	0.36669	0.32251	5	0.27315	1.083	0.88753	1.3475	12084.157
HCC1395	50206-1	Z-Leu-Leu-Norvalinal	10348-999-1	0.60168	-0.79096	-0.48002	5	0.61581	0.68836	0.89625	0.8223	14239.189
HCC1395	50206-1	ZM-447439	10096-101-2	1.9877	-0.85394	-0.91963	1.36	0.4011	4.2815	0.99585	0.8565	12000.169
HCC1395	50206-1	ZM-447439	10096-101-2	10.3628	-0.39366	-1	0.69852	0.23392	49.9491	0.8776	1.1178	12084.160
HCC1419	50207-1	(Z)-4-Hydroxytamoxifen	10275-101-1	23.4942	-0.38475	-1	0.87678	0.26785	82.2497	0.91225	0.9146	7818.016
HCC1419	50207-1	(Z)-4-Hydroxytamoxifen	10275-101-1	9.7107	-0.14694	0.25602	5	0.20659	8.4125	0.67719	0.5331	7819.016
HCC1419	50207-1	(Z)-4-Hydroxytamoxifen	10275-101-1	Inf	-0.002052	-0.002052	0	0.23453	Inf	0.53247	0.4466	7820.016
HCC1419	50207-1	(Z)-4-Hydroxytamoxifen	10275-101-1	Inf	0.69102	0.69102	0	0.15102	Inf	0.26093	0.31	7821.016
HCC1419	50207-1	(Z)-4-Hydroxytamoxifen	10275-101-1	Inf	0.83171	0.83171	0	0.27186	Inf	0.0074763	0.3815	9278.132
HCC1419	50207-1	17-AAG	10236-101-1	0.085939	-0.99859	-0.89887	5	1.0136	0.10557	0.99578	0.4232	10019.037
HCC1419	50207-1	17-AAG	10236-101-1	0.034768	-0.91951	-0.71068	0.72904	0.89271	0.11695	0.94395	0.9274	7818.050
HCC1419	50207-1	17-AAG	10236-101-1	0.098471	-0.79226	-0.70952	1.1929	0.82976	0.20649	0.98511	0.7382	7820.040
HCC1419	50207-1	17-AAG	10236-101-1	0.099534	-0.99695	-0.85857	5	1.0211	0.12156	0.97992	0.4219	7820.050
HCC1419	50207-1	17-AAG	10236-101-1	0.04804	-0.99994	-0.92948	2.9796	1.0943	0.068346	0.99456	0.3098	7821.050
HCC1419	50207-1	17-AAG	10236-101-1	0.024474	-0.99927	-0.97373	2.7625	1.1989	0.036194	0.99912	0.3822	9278.037
HCC1419	50207-1	2-deoxyglucose	10501-999-1	88.9333	-0.020034	-0.43284	0.25771	0.3557	1000	0.66931	0.5119	12612.177
HCC1419	50207-1	5-DFUR	10237-101-1	815.023	0.1551	-0.034787	0.32884	0.2369	1000	0.71611	0.616	12001.143
HCC1419	50207-1	5-FU	10238-101-1	127.933	-0.76171	-0.95064	0.67478	0.55827	620.1853	0.98591	0.6915	7820.017
HCC1419	50207-1	5-FU	10238-101-1	232.8429	-0.89696	-0.89962	1.2377	0.49691	534.8586	0.99556	0.3792	7821.017
HCC1419	50207-1	5-FU	10238-101-1	202.7143	-0.82377	-0.78553	1.3373	0.54902	410.7339	0.98991	0.5453	9278.017
HCC1419	50207-1	AG1024	10239-101-1	6.6769	-0.31864	-0.31934	5	0.15491	7.3702	0.96615	0.3525	7437.066
HCC1419	50207-1	AG1024	10239-101-1	Inf	0.72205	0.72205	0	0.038508	Inf	0.4442	0.4073	7440.066
HCC1419	50207-1	AG1478	10223-101-2	2.1283	-0.95138	-1	0.96268	0.5655	6.6628	0.98388	0.9146	7818.016
HCC1419	50207-1	AG1478	10223-101-2	1.1053	-0.86343	-0.90473	1.0257	0.62294	3.026	0.97471	0.5331	7819.016
HCC1419	50207-1	AG1478	10223-101-2	1.2938	-0.54494	-0.26597	5	0.49351	1.409	0.89575	0.4466	7820.016
HCC1419	50207-1	AG1478	10223-101-2	0.87254	-0.38059	-0.42914	2.2024	0.59867	1.156	0.9512	0.31	7821.016
HCC1419	50207-1	AS-252424	10240-101-1	19.7504	0.38663	-1	0.45247	0.16274	223.9036	0.72285	0.5382	12001.165
HCC1419	50207-1	Afatinib	10133-101-2	0.0036427	-0.99965	-0.93298	0.7834	1.2629	0.013968	0.99215	0.5382	12001.165
HCC1419	50207-1	BEZ235	10232-101-2	0.055479	0.1725	0.058272	4.9999	0.5584	0.054121	0.6612	0.5973	12001.155
HCC1419	50207-1	Baicalein	10343-101-1	146.8221	0.26124	-0.5653	5	0.024605	170.8015	0.96173	0.4617	7437.073
HCC1419	50207-1	Bortezomib	10241-101-1	0.03991	-0.99967	-0.9835	5	1.2451	0.049608	0.99864	0.3747	7437.074
HCC1419	50207-1	Bortezomib	10241-101-1	0.025649	-0.99848	-0.99302	1.7238	1.2828	0.048381	0.99221	0.4778	7440.074
HCC1419	50207-1	Bromopyruvic acid	10502-101-1	0.27633	-0.99979	-1	1.4421	0.75629	0.59194	0.94361	0.5119	12612.177
HCC1419	50207-1	CGC-11047	10243-999-1	6.8069	-0.99445	-1	0.73686	0.52169	30.2316	0.91138	0.5356	10019.124
HCC1419	50207-1	CGC-11047	10243-999-1	43.1451	-0.92313	-1	0.49609	0.53107	395.093	0.87268	0.9928	7818.018
HCC1419	50207-1	CGC-11047	10243-999-1	1.0471	-0.99999	-1	0.39994	0.90843	16.3294	0.94031	0.3395	9278.026
HCC1419	50207-1	CPT-11	10246-101-1	20.3005	-0.49634	-0.50313	4.7162	0.0753	23.5301	0.99289	0.6838	7820.007
HCC1419	50207-1	CPT-11	10246-101-1	8.4482	-0.43504	-1	0.87409	0.31796	29.6902	0.87912	0.6838	7821.007
HCC1419	50207-1	CPT-11	10246-101-1	22.3175	-0.45342	-1	1.5283	0.12112	45.7959	0.98248	0.4498	9278.121
HCC1419	50207-1	Carboplatin	10242-101-1	43.0917	-0.99156	-0.97621	1.7945	0.40675	78.7785	0.9964	0.4898	10019.120
HCC1419	50207-1	Carboplatin	10242-101-1	93.44	-0.91657	-0.94335	1.9836	0.30352	159.453	0.99689	0.5386	7819.075
HCC1419	50207-1	Carboplatin	10242-101-1	88.8878	-0.93645	-0.95057	2.1798	0.31597	144.8925	0.99525	0.6709	7820.011
HCC1419	50207-1	Carboplatin	10242-101-1	58.1486	-0.97208	-0.98451	1.8287	0.37042	105.4335	0.99761	0.5434	9278.011
HCC1419	50207-1	Cetuximab	80027-1	Inf	0.98104	0.98104	0	-0.045691	Inf	-3.7312	0.5356	10019.124
HCC1419	50207-1	Cetuximab	80027-1	Inf	0.82053	0.82053	0	0.1029	Inf	-0.15801	0.9928	7818.018
HCC1419	50207-1	Cetuximab	80027-1	Inf	1.0221	1.0221	0	-0.048257	Inf	-28.6122	0.5216	7820.042
HCC1419	50207-1	Cetuximab	80027-1	Inf	0.78426	0.78426	0	0.11933	Inf	-0.08236	0.5522	7821.042
HCC1419	50207-1	Cetuximab	80027-1	Inf	0.86589	0.86589	0	0.059408	Inf	-0.067149	0.3395	9278.026
HCC1419	50207-1	Chloroquine	10505-999-1	3.4819	-0.80594	-1	0.81765	0.42402	13.3458	0.84976	0.5119	12612.177
HCC1419	50207-1	Cisplatin	10245-101-1	Inf	1.05	1.05	0	-0.025002	Inf	-0.19538	0.4626	10019.049
HCC1419	50207-1	Cisplatin	10245-101-1	7.9938	-0.95722	-0.97434	1.435	0.45284	16.9834	0.9802	0.6915	7820.017
HCC1419	50207-1	Cisplatin	10245-101-1	10.9425	-0.99176	-0.98872	2.9026	0.40196	15.9354	0.99536	0.3792	7821.017
HCC1419	50207-1	Cisplatin	10245-101-1	11.5106	-0.98973	-1	1.415	0.35061	25.0195	0.99503	0.5453	9278.017
HCC1419	50207-1	Dichloroacetate	10506-110-1	Inf	0.76161	0.76161	0	0.22421	Inf	-0.54386	0.6422	12612.176
HCC1419	50207-1	Disulfiram	10507-999-1	Inf	0.57286	0.57286	0	0.15835	Inf	0.47278	0.5962	12612.174
HCC1419	50207-1	Docetaxel	10247-101-1	0.031015	0.38604	0.40777	4.9999	0.25303	0.022118	0.95696	0.3915	10019.002
HCC1419	50207-1	Docetaxel	10247-101-1	Inf	0.64085	0.59653	2.2116	0.1533	0.049803	0.91554	0.7084	7820.002
HCC1419	50207-1	Docetaxel	10247-101-1	0.010682	-0.23463	-0.22702	1.3556	0.64658	0.014079	0.96321	0.3717	9278.002
HCC1419	50207-1	Doxorubicin	10248-101-1	0.42291	-0.98173	-0.76227	2.2604	0.64308	0.63705	0.98418	0.6838	7820.007
HCC1419	50207-1	Doxorubicin	10248-101-1	0.48265	-0.82989	-0.43931	4.9979	0.75305	0.54754	0.73304	0.6838	7821.007
HCC1419	50207-1	Doxorubicin	10248-101-1	0.46984	-0.99995	-0.96861	1.7704	0.70165	0.8635	0.99788	0.4498	9278.121
HCC1419	50207-1	Epirubicin	10249-999-1	0.5801	-0.99987	-0.79872	1.7929	0.74024	0.9879	0.96462	0.6915	7820.017
HCC1419	50207-1	Epirubicin	10249-999-1	0.78388	-1	-0.97104	5	0.79957	0.97271	0.99847	0.3792	7821.017
HCC1419	50207-1	Epirubicin	10249-999-1	0.61228	-0.99995	-0.8536	4.2304	0.78343	0.7748	0.99354	0.5453	9278.017
HCC1419	50207-1	Erlotinib	10097-102-3	13.421	-0.31686	-0.31757	4.9998	0.12972	14.808	0.9748	0.3419	7437.091
HCC1419	50207-1	Erlotinib	10097-102-3	6.3194	-0.37928	-0.39966	2.0302	0.26658	8.4399	0.95483	0.425	7440.091
HCC1419	50207-1	Etoposide	10250-101-1	79.4107	-0.08918	-0.090177	4.9974	0.063064	82.0898	0.98501	0.3747	7437.074
HCC1419	50207-1	Etoposide	10250-101-1	56.3572	0.041028	-1	0.55124	0.25629	413.5144	0.76006	0.4778	7440.074
HCC1419	50207-1	Everolimus	10235-101-2	0.0032616	-0.65649	-0.44782	0.45626	0.91187	0.013249	0.92569	0.469	12001.164
HCC1419	50207-1	FR180204	10110-101-1	1.5543	0.035699	-0.78912	0.14646	0.40137	1000	0.61351	0.5565	12001.166
HCC1419	50207-1	FTase Inhibitor I	10508-101-1	Inf	0.62208	0.62208	0	0.32421	Inf	-0.011459	0.5287	12001.167
HCC1419	50207-1	Fascaplysin	10251-112-1	0.25725	-0.99996	-1	2.6118	0.74249	0.39177	0.98518	0.4343	7437.084
HCC1419	50207-1	GSK1070916	10062-101-3	6.3217	-0.51815	-0.51892	4.9999	0.20402	7.2891	0.94534	0.3968	10019.001
HCC1419	50207-1	GSK1070916	10062-101-3	4.7372	-0.11731	-1	0.65116	0.22164	25.6001	0.91554	0.4919	7819.001
HCC1419	50207-1	GSK1070916	10062-101-3	7.7117	0.29749	0.29727	4.9992	0.10576	6.4376	0.9438	0.7692	7820.001
HCC1419	50207-1	GSK1070916	10062-101-3	5.5466	-0.43398	-0.43435	4.9999	0.18125	6.2855	0.97874	0.3296	7821.001
HCC1419	50207-1	GSK1070916	10062-101-3	6.5916	-0.14077	-0.14123	5	0.15039	6.9279	0.94453	0.4429	9278.001
HCC1419	50207-1	GSK1838705	10255-101-1	13.7075	-0.99795	-1	3.0916	0.31253	19.5562	0.99187	0.3419	7437.091
HCC1419	50207-1	GSK1838705	10255-101-1	5.5645	-0.64361	-0.67208	1.94	0.43678	8.6327	0.96122	0.425	7440.091
HCC1419	50207-1	GSK1838705	10255-101-1	13.1687	-0.9998	-1	4.0494	0.21999	17.273	0.98627	0.3606	7440.098
HCC1419	50207-1	GSK2126458	10146-101-2	0.0019969	-0.97895	-0.87204	0.96319	1.2599	0.0056953	0.98587	0.415	7437.086
HCC1419	50207-1	GSK461364	10013-101-3	7.2714	-0.96781	-0.97072	4.9898	0.1937	9.0266	0.97324	0.3968	10019.001
HCC1419	50207-1	GSK461364	10013-101-3	7.7407	-0.40233	-0.40427	4.9164	0.1886	8.7322	0.88291	0.4919	7819.001
HCC1419	50207-1	GSK461364	10013-101-3	8.3386	-0.71303	-0.71746	4.9438	0.19014	9.9831	0.92482	0.7692	7820.001
HCC1419	50207-1	GSK461364	10013-101-3	6.6661	-0.80387	-0.80547	4.965	0.23623	8.0876	0.89815	0.3296	7821.001
HCC1419	50207-1	GSK461364	10013-101-3	Inf	-0.20553	-0.20553	0	0.19731	Inf	0.30727	0.4429	9278.001
HCC1419	50207-1	GSK923295	10257-101-1	1.0708	-0.40234	-1	0.47511	0.32426	10.813	0.87392	0.3968	10019.001
HCC1419	50207-1	GSK923295	10257-101-1	0.61228	-0.42002	-1	0.35974	0.36357	12.9796	0.82943	0.4919	7819.001
HCC1419	50207-1	GSK923295	10257-101-1	3.2395	0.056061	-1	0.31672	0.26079	103.9739	0.79613	0.7692	7820.001
HCC1419	50207-1	GSK923295	10257-101-1	0.70071	-0.65471	-1	0.44447	0.36413	8.2984	0.76231	0.3296	7821.001
HCC1419	50207-1	GSK923295	10257-101-1	0.11964	-0.30342	-0.11393	0.76065	0.43904	0.1567	0.91113	0.4429	9278.001
HCC1419	50207-1	GW-5074	10029-101-2	36.3744	0.61846	-0.90473	3.9808	0.034258	47.1511	0.76101	0.4809	7437.088
HCC1419	50207-1	Gefitinib	10098-101-2	2.9922	-0.91587	-0.98978	1.8011	0.2683	5.4858	0.9944	0.4626	10019.049
HCC1419	50207-1	Gefitinib	10098-101-2	3.1417	-0.62141	-1	1.0197	0.29275	9.2269	0.96575	0.9146	7818.016
HCC1419	50207-1	Gefitinib	10098-101-2	1.8941	-0.88937	-1	1.1067	0.29562	5.1113	0.98252	0.5331	7819.016
HCC1419	50207-1	Gefitinib	10098-101-2	2.7339	-0.92575	-1	1.4265	0.40146	5.9055	0.88713	0.4466	7820.016
HCC1419	50207-1	Gefitinib	10098-101-2	1.0354	-0.91943	-1	1.076	0.35179	2.8743	0.98005	0.31	7821.016
HCC1419	50207-1	Gefitinib	10098-101-2	7.625	0.24205	-1	0.2938	0.22687	320.7643	0.62991	0.3815	9278.132
HCC1419	50207-1	Geldanamycin	10108-101-2	0.041944	-0.92598	-0.85729	2.869	1.0457	0.059407	0.99771	0.4626	10019.049
HCC1419	50207-1	Geldanamycin	10108-101-2	0.031575	-0.53546	-0.4856	3.1934	0.88105	0.039051	0.99431	0.7382	7820.040
HCC1419	50207-1	Geldanamycin	10108-101-2	0.01679	-0.99308	-0.97923	5	1.3182	0.020858	0.99894	0.337	9278.012
HCC1419	50207-1	Gemcitabine	10252-101-1	18.6493	0.45463	0.48819	0.8207	0.23212	0.1944	0.64424	0.4898	10019.120
HCC1419	50207-1	Gemcitabine	10252-101-1	Inf	0.59055	0.68219	4.9999	0.20962	0.092111	0.73165	0.5386	7819.075
HCC1419	50207-1	Gemcitabine	10252-101-1	Inf	0.68036	0.69131	5	0.2024	0.047457	0.79606	0.6709	7820.011
HCC1419	50207-1	Gemcitabine	10252-101-1	0.18669	0.32836	0.3647	0.81924	0.39945	0.037863	0.92018	0.5434	9278.011
HCC1419	50207-1	Glycyl-H-1152	10253-102-1	40.6408	0.33874	-1	0.75227	0.14153	175.0662	0.76156	0.7194	12001.169
HCC1419	50207-1	ICRF-193	10259-101-1	Inf	0.71395	0.71395	0	0.20856	Inf	0.016944	0.5904	12001.157
HCC1419	50207-1	IKK16	10228-102-2	3.782	-0.99984	-0.99937	3.8258	0.36812	5.0395	0.99747	0.4731	7437.093
HCC1419	50207-1	Ibandronate	10258-110-1	6.033	-0.43063	-0.52119	0.71695	0.53869	16.3346	0.99105	0.616	12001.143
HCC1419	50207-1	Imatinib	10023-103-3	19.3799	-1	-1	2.9627	0.46596	28.0798	0.9945	0.3419	7437.091
HCC1419	50207-1	Imatinib	10023-103-3	13.3351	-0.99998	-1	1.7325	0.59922	25.1419	0.94581	0.425	7440.091
HCC1419	50207-1	Ispinesib	10260-999-1	7.1867	-0.99999	-1	3.8076	0.2622	9.5904	0.91863	0.4038	7437.067
HCC1419	50207-1	Ispinesib	10260-999-1	0.64274	-1	-1	0.56527	0.39619	4.4884	0.80483	0.3519	7440.067
HCC1419	50207-1	Ixabepilone	10261-101-1	9.173	-0.99961	-1	4.1969	0.35552	11.9178	0.77864	0.5584	7437.095
HCC1419	50207-1	Ixabepilone	10261-101-1	0.083148	-0.96593	-1	0.29644	0.54921	3.3835	0.63949	0.5907	7440.095
HCC1419	50207-1	JNK-IN-5A	10208-101-2	Inf	0.39275	0.51667	4.9827	0.18228	3.2894	0.73701	0.4934	12001.168
HCC1419	50207-1	L-779450	10262-101-1	1.6935	-0.014124	-1	0.18654	0.33201	611.7627	0.58483	0.5565	12001.166
HCC1419	50207-1	LBH589	10263-101-1	0.031651	-0.99794	-1	0.8966	0.96629	0.10778	0.96309	0.5287	12001.167
HCC1419	50207-1	Lapatinib	10051-999-3	0.24109	-0.48355	-0.47355	1.5817	0.46985	0.36741	0.99024	0.3606	7440.098
HCC1419	50207-1	Lestaurtinib	10230-101-2	0.53468	-0.99017	-1	0.73602	0.58547	2.3787	0.80604	0.5287	12001.167
HCC1419	50207-1	MLN4924	10265-101-1	0.10592	-0.78061	-0.85142	0.91531	0.82754	0.31386	0.96658	0.4442	12001.135
HCC1419	50207-1	Mebendazole	10511-999-1	12.2646	0.28776	-0.88734	0.23189	0.25761	999.9627	0.91882	0.5962	12612.174
HCC1419	50207-1	Methotrexate	10264-101-1	Inf	0.55686	0.48916	0.30831	0.26482	0.41644	0.79385	0.4343	7437.084
HCC1419	50207-1	NSC 663284	10266-101-1	1.5569	-0.99687	-1	1.4896	0.69413	3.2551	0.95847	0.7107	12001.159
HCC1419	50207-1	NU6102	10267-101-1	Inf	0.0047059	0.0047059	0	0.29693	Inf	0.46841	0.5989	12001.147
HCC1419	50207-1	Nelfinavir	10513-999-1	1.7974	-0.99525	-1	1.6868	0.44066	3.4475	0.97191	0.5962	12612.174
HCC1419	50207-1	Nutlin 3a	10268-101-1	15.2162	0.071407	0.070886	4.9607	0.10423	14.7544	0.96047	0.3525	7437.066
HCC1419	50207-1	Nutlin 3a	10268-101-1	Inf	0.5399	0.53945	4.9875	0.06945	16.5867	0.78413	0.4073	7440.066
HCC1419	50207-1	Olomoucine II	10344-101-1	2.9998	-0.70482	-1	0.79251	0.4618	11.9986	0.94531	0.5989	12001.147
HCC1419	50207-1	Oxaliplatin	10269-101-1	9.9453	-0.99702	-1	1.0607	0.52083	28.019	0.9649	0.4898	10019.120
HCC1419	50207-1	Oxaliplatin	10269-101-1	21.696	-0.97979	-1	1.3777	0.43849	48.1614	0.97599	0.5386	7819.075
HCC1419	50207-1	Oxaliplatin	10269-101-1	37.091	-0.93247	-0.94958	2.2753	0.44382	59.2156	0.95892	0.6709	7820.011
HCC1419	50207-1	Oxaliplatin	10269-101-1	8.4642	-0.97627	-1	0.85713	0.51238	30.4956	0.9604	0.5434	9278.011
HCC1419	50207-1	Oxamflatin	10270-101-1	1.2495	-0.99889	-1	1.1169	0.59603	3.3412	0.89933	0.5989	12001.147
HCC1419	50207-1	PD 98059	10271-101-2	Inf	0.40359	0.40359	0	0.28663	Inf	0.45467	0.7107	12001.159
HCC1419	50207-1	PD173074	10026-101-3	10.2745	-0.19982	-1	1.2431	0.19893	24.8636	0.87545	0.4731	7437.093
HCC1419	50207-1	PD184352	10048-101-7	Inf	0.64103	0.64103	0	0.15011	Inf	0.53579	0.5973	12001.155
HCC1419	50207-1	PS-1145	10514-102-1	Inf	1.0125	1.0125	0	0.050039	Inf	0.13887	0.5183	7437.065
HCC1419	50207-1	PS-1145	10514-102-1	Inf	0.93428	0.93428	0	0.11259	Inf	-1.2914e-08	0.5818	7440.065
HCC1419	50207-1	Pemetrexed	10272-999-1	Inf	0.94025	0.94025	0	0.10072	Inf	-0.068864	0.5584	7437.095
HCC1419	50207-1	Pemetrexed	10272-999-1	Inf	0.61652	0.61652	0	0.29304	Inf	0.28447	0.5907	7440.095
HCC1419	50207-1	Purvalanol A	10273-101-1	Inf	1.05	1.05	0	-0.047289	Inf	-48.776	0.4038	7437.067
HCC1419	50207-1	Purvalanol A	10273-101-1	Inf	0.51391	0.51317	5	0.045551	22.8191	0.95966	0.3519	7440.067
HCC1419	50207-1	Rapamycin	10052-101-3	0.0036116	-0.29684	-0.086455	0.65539	0.84404	0.0046066	0.91161	0.7038	7818.068
HCC1419	50207-1	Rapamycin	10052-101-3	0.0009693	-0.99991	-0.69557	0.38141	1.1819	0.0095302	0.84652	0.446	7819.068
HCC1419	50207-1	SB-3CT	10274-101-1	Inf	0.76864	0.76864	0	0.0542	Inf	0.43499	0.4934	12001.168
HCC1419	50207-1	Selumetinib	10056-101-2	11.5156	0.4094	-0.59829	0.17632	0.28403	998.9587	0.90537	0.5973	12001.155
HCC1419	50207-1	Sigma A6730	10035-109-2	0.81605	-0.96069	-1	0.81943	0.56123	3.1187	0.96059	0.5382	12001.165
HCC1419	50207-1	Sorafenib	10008-104-3	Inf	0.92731	0.92731	0	0.13326	Inf	0.034311	0.4343	7437.084
HCC1419	50207-1	Sunitinib	10175-106-3	Inf	-0.99727	-0.99727	0	0.20893	Inf	0.4251	0.4038	7437.067
HCC1419	50207-1	Sunitinib	10175-106-3	12.6154	-1	-0.99998	4.9984	0.35372	15.7165	0.99655	0.3519	7440.067
HCC1419	50207-1	TCS 2312	10276-101-1	1.0314	-0.62611	-0.65224	1.7397	0.45387	1.6666	0.96504	0.7107	12001.159
HCC1419	50207-1	TCS PIM-1 1	10520-101-1	61.0257	0.30314	-1	0.58491	0.17333	399.2363	0.63353	0.4442	12001.135
HCC1419	50207-1	TPCA-1	10136-101-2	Inf	0.69726	0.69722	4.7687	0.081551	8.6866	0.65129	0.4731	7437.093
HCC1419	50207-1	Taxol	10102-101-3	0.47272	0.048203	-0.30326	0.33993	0.36748	1.9067	0.7925	0.3915	10019.002
HCC1419	50207-1	Taxol	10102-101-3	Inf	0.53862	0.58392	1.7167	0.18632	0.086061	0.9537	0.7084	7820.002
HCC1419	50207-1	Taxol	10102-101-3	0.010657	-0.17241	-0.11119	2.4854	0.67053	0.011553	0.99458	0.3717	9278.002
HCC1419	50207-1	Temsirolimus	10277-101-1	0.02662	-0.99969	-0.42641	1.1833	0.83835	0.044827	0.8693	0.4934	12001.168
HCC1419	50207-1	Topotecan	10278-999-1	0.25592	-0.82405	-0.84227	1.1793	0.73474	0.59124	0.99797	0.6838	7820.007
HCC1419	50207-1	Topotecan	10278-999-1	0.072221	-0.89919	-1	0.60152	0.95004	0.4486	0.88347	0.6838	7821.007
HCC1419	50207-1	Topotecan	10278-999-1	0.50748	-0.91239	-0.9014	1.8101	0.733	0.89679	0.99061	0.4498	9278.121
HCC1419	50207-1	Tozasertib	10021-101-5	12.6724	-0.4704	-1	0.97071	0.28318	39.2983	0.92757	0.7194	12001.169
HCC1419	50207-1	Trametinib	10142-999-2	6.2009	0.39376	0.49241	0.46918	0.36787	0.00082496	0.64426	0.9274	7818.050
HCC1419	50207-1	Trametinib	10142-999-2	0.0153	0.25453	0.34014	1.2031	0.41009	0.0059302	0.85444	0.4219	7820.050
HCC1419	50207-1	Trametinib	10142-999-2	0.020979	0.11715	0.20607	0.69591	0.44524	0.0097778	0.96824	0.3098	7821.050
HCC1419	50207-1	Trametinib	10142-999-2	0.24398	-0.025239	-0.08864	0.45391	0.32828	0.34956	0.88476	0.337	9278.012
HCC1419	50207-1	Trastuzumab	80025-1	8.2285	0.63823	0.14731	4.9063	0.032341	7.6634	0.6853	0.5356	10019.124
HCC1419	50207-1	Trastuzumab	80025-1	0.34018	0.064031	-1	0.20893	0.33196	65.3671	0.74759	0.3395	9278.026
HCC1419	50207-1	Trichostatin A	10279-101-1	11.9392	-0.99621	-1	1.6307	0.86939	23.4183	0.99417	0.5183	7437.065
HCC1419	50207-1	Trichostatin A	10279-101-1	14.2646	-0.99631	-1	1.3642	0.86566	31.915	0.98126	0.5818	7440.065
