Cell HMSLID	Cell line	Small Molecule HMSLID	Small Molecule	IC50	Emax	AUC	IC curve fit	r2 for IC curve	EC50 for IC curve	Einf for IC curve	Hill coeff. for IC curve	GR50	GRmax	AUC_GR	GR curve fit	r2 for GR curve	EC50 for GR curve	Einf for GR curve	Hill coeff. for GR curve
50578	HCC1187	10244	CGC-11144	0.47869	0.0015963	0.55473	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98229	0.46492	0.010574	0.73224	0.15411	-0.98861	1.0268	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9845	0.87504	-1	0.63261
50578	HCC1187	10244	CGC-11144	1.806	0.0033385	0.45651	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99703	1.806	9.67E-10	1.3424	0.74226	-0.99556	0.93134	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99815	1.6605	-1	1.3645
50578	HCC1187	10244	CGC-11144	6.3374	0.00032733	0.36942	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97628	6.3373	3.33E-08	0.81106	1.0744	-0.99986	0.79951	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97899	4.5116	-1	0.76564
50578	HCC1187	10048	PD184352	Inf	1.0209	0.041374	flat fit: x = Einf	0.17671	Inf	1.0209	0	Inf	1.05	0.085998	flat fit: x = Einf	0.19517	Inf	1.05	0
50578	HCC1187	10048	PD184352	Inf	1.05	0.01889	flat fit: x = Einf	0.035659	Inf	1.05	0	Inf	1.05	0.005269	flat fit: x = Einf	0.080995	Inf	1.05	0
50578	HCC1187	10245	Cisplatin	4.0857	0.0060377	0.35476	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93333	4.0657	0.0061882	2.5357	1.6879	-1	0.75803	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98901	2.5401	-1	2.6881
50578	HCC1187	10245	Cisplatin	4.2429	0.0084016	0.31505	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99236	4.1921	0.01602	2.7012	2.0243	-0.99993	0.72863	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97984	2.5964	-0.99703	4.4056
50578	HCC1187	10245	Cisplatin	5.9592	0.0008557	0.28405	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99693	5.9592	8.39E-10	1.7057	3.4368	-0.99622	0.55873	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99915	6.6785	-1	1.6536
50578	HCC1187	10246	CPT-11	64.5223	0.34064	0.025854	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95644	64.2018	0.012293	5	43.9311	-0.63393	0.10721	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96582	54.7234	-0.99959	5
50578	HCC1187	10246	CPT-11	110.096	0.73904	0.018033	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.85684	77.3774	0.41082	4.8884	Inf	0.81214	0.020775	flat fit: x = Einf	0.49336	Inf	0.81214	0
50578	HCC1187	10247	Docetaxel	0.0048502	0.085294	0.53034	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98252	0.0041871	0.09241	1.3901	0.0021524	-0.79829	1.0482	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98657	0.0045333	-0.79445	1.2771
50578	HCC1187	10247	Docetaxel	0.0080698	0.046265	0.53856	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99176	0.0076058	0.028977	1.008	0.0019637	-0.97216	1.1536	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99619	0.0054512	-0.99318	1.0715
50578	HCC1187	10247	Docetaxel	0.011312	0.041166	0.50138	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98211	0.01071	0.028492	1.072	0.002401	-0.99553	1.137	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99302	0.0056407	-0.99917	1.2856
50578	HCC1187	10247	Docetaxel	0.01138	0.079194	0.49968	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9988	0.010247	0.071212	1.4654	0.0028805	-0.98834	1.1627	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99968	0.0056264	-0.99376	1.6347
50578	HCC1187	10248	Doxorubicin	0.1633	0.0028549	0.48571	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98805	0.16244	0.0042755	1.6288	0.041932	-0.99973	1.0572	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99127	0.10049	-1	1.2569
50578	HCC1187	10248	Doxorubicin	0.24345	0.32926	0.3021	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98883	0.19031	0.35403	4.9999	0.24125	-0.88591	0.71667	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95727	0.3592	-0.68513	2.1682
50578	HCC1187	10249	Epirubicin	0.5184	0.0018436	0.45895	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98993	0.51285	0.015126	2.8569	0.092368	-1	1.0485	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95212	0.26651	-1	1.0368
50578	HCC1187	10249	Epirubicin	0.89147	0.00023337	0.41965	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98843	0.88278	0.023897	5	0.75046	-0.99873	0.8309	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9913	0.92571	-0.92789	5
50578	HCC1187	10097	Erlotinib	79.3921	0.54896	0.14407	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96736	79.3903	3.46E-06	0.30355	10.3101	0.33927	0.20215	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96994	444.4161	-1	0.2919
50578	HCC1187	10097	Erlotinib	102.5886	0.52424	0.14126	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94729	102.5787	1.74E-05	0.35816	5.1375	0.063582	0.27723	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94782	111.1869	-1	0.35731
50578	HCC1187	10097	Erlotinib	Inf	0.6476	0.03288	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93576	12.5023	0.64707	3.823	14.0493	0.1982	0.094147	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96721	12.4313	0.19742	4.1052
50578	HCC1187	10250	Etoposide	2.0889	0.025718	0.39146	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9417	2.0889	2.20E-10	0.69957	0.30569	-0.97148	0.83556	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94264	1.5286	-1	0.68256
50578	HCC1187	10250	Etoposide	2.1855	0.014739	0.39149	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99039	2.1855	1.79E-06	0.94943	1.1678	-0.89737	0.68575	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98841	3.1575	-0.88174	1.022
50578	HCC1187	10251	Fascaplysin	0.019114	0.00032349	0.56559	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99739	0.019047	0.0036285	2.0648	0.01034	-0.99984	1.1592	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99923	0.016973	-0.99639	2.212
50578	HCC1187	10251	Fascaplysin	0.034308	0.0015716	0.53396	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99977	0.034242	0.0018296	1.9143	0.019671	-0.9963	1.0643	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99976	0.034889	-0.99492	1.9113
50578	HCC1187	10098	Gefitinib	49.1023	0.76406	-0.019693	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.78153	37.1841	0.36653	4.7505	24.0248	-0.25584	0.056846	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97268	29.8661	-0.98443	5
50578	HCC1187	10098	Gefitinib	65.9075	0.68946	0.022891	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91522	31.6634	0.41508	2.4184	29.4023	0.40955	0.05315	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94528	34.9766	-0.25275	2.3566
50578	HCC1187	10108	Geldanamycin	0.091233	0.3629	0.3141	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97988	0.062217	0.42625	5	0.052742	-0.81251	0.98658	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99606	0.063462	-0.76107	5
50578	HCC1187	10108	Geldanamycin	Inf	0.60307	0.30849	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.87677	0.027232	0.52003	4.9999	0.018997	-0.35321	1.019	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94031	0.021932	-0.52534	5
50578	HCC1187	10108	Geldanamycin	Inf	0.6149	0.26821	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95956	0.013827	0.59514	4.9978	0.015276	0.26259	0.5218	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96319	0.013555	0.22415	4.9752
50578	HCC1187	10252	Gemcitabine	Inf	0.63237	0.16396	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92644	0.61336	0.6322	1.3468	0.3296	-0.28175	0.6072	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94201	0.47547	-0.28341	1.2256
50578	HCC1187	10252	Gemcitabine	Inf	0.72	0.12456	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.75812	0.34186	0.73504	0.43859	518.7664	0.46774	0.24034	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7727	0.51705	0.46223	0.37377
50578	HCC1187	10253	Glycyl-H-1152	0.90224	0.24509	0.23979	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99374	0.51972	0.26942	1.4032	0.43291	-0.29961	0.398	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99386	0.585	-0.25213	1.3561
50578	HCC1187	10253	Glycyl-H-1152	1.2486	0.17912	0.24195	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96861	0.87394	0.22332	1.6585	0.72533	-0.40827	0.38807	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97167	1.037	-0.33497	1.4347
50578	HCC1187	10172	GSK1059615	1.1414	0.010303	0.38211	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99106	1.1414	7.03E-12	0.77776	0.062912	-0.99998	1.0122	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98311	0.22886	-1	0.85072
50578	HCC1187	10172	GSK1059615	1.9585	0.018158	0.33081	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98814	1.9585	3.36E-08	0.80389	0.51868	-0.95491	0.67165	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99243	1.744	-0.9707	0.88969
50578	HCC1187	10172	GSK1059615	2.5181	0.0582	0.28273	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94778	1.7471	0.12422	0.78133	0.46007	-0.99734	0.80873	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98525	0.652	-0.87281	2.8968
50578	HCC1187	10062	GSK1070916	0.013403	0.1976	0.4566	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98466	0.011827	0.23245	4.9999	0.0087518	-0.89957	1.1492	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99614	0.010689	-0.85866	5
50578	HCC1187	10062	GSK1070916	0.016188	0.072326	0.46212	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9829	0.014641	0.17588	4.3165	0.012205	-0.85309	0.9376	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98568	0.014998	-0.6455	4.0231
50578	HCC1187	10062	GSK1070916	0.01872	0.17894	0.40408	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96204	0.015707	0.29203	4.9997	0.011504	-0.95744	1.0983	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9873	0.014046	-0.85672	5
50578	HCC1187	10142	Trametinib	74.1919	0.73056	0.038468	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96676	52.3225	0.11201	0.72629	4.8188	0.1651	0.1411	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95615	10.7169	-0.43278	0.78013
50578	HCC1187	10142	Trametinib	Inf	0.95694	-0.022571	flat fit: x = Einf	-0.064563	Inf	0.95694	0	Inf	0.81934	0.035011	flat fit: x = Einf	0.064431	Inf	0.81934	0
50578	HCC1187	10142	Trametinib	Inf	0.96452	-0.0014191	flat fit: x = Einf	-0.041543	Inf	0.96452	0	Inf	0.92974	0.008757	flat fit: x = Einf	0.21322	Inf	0.92974	0
50578	HCC1187	10013	GSK461364	0.018689	0.21554	0.39973	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.89785	0.015958	0.27303	5	0.012417	-0.77597	0.9984	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96462	0.014905	-0.74564	5
50578	HCC1187	10013	GSK461364	0.027307	0.44796	0.3591	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.86537	0.021087	0.35433	4.7713	0.018517	-0.17774	0.76038	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93049	0.020742	-0.37076	4.8897
50578	HCC1187	10013	GSK461364	0.030813	0.26609	0.37594	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9569	0.024227	0.33974	4.7314	0.017825	-0.82329	1.0467	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98232	0.021543	-0.78916	5
50578	HCC1187	10257	GSK923295	0.02557	0.036913	0.53744	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99368	0.025102	0.044134	5	0.019853	-0.99544	1.1447	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98964	0.024731	-0.99982	5
50578	HCC1187	10257	GSK923295	0.037957	0.084281	0.50576	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99335	0.036301	0.099986	5	0.022602	-0.9921	1.157	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98912	0.028115	-0.98894	5
50578	HCC1187	10257	GSK923295	0.04924	0.095313	0.45769	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99707	0.045748	0.087499	2.6155	0.031502	-0.8067	0.92316	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99864	0.045808	-0.82257	2.5981
50578	HCC1187	10258	Ibandronate	241.4067	0.32174	0.1462	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98607	149.465	0.3155	2.0795	152.414	-0.063117	0.21782	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98947	163.0685	-0.074721	2.0612
50578	HCC1187	10259	ICRF-193	2.3179	0.33937	0.20469	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98995	0.8722	0.3217	1.055	0.6952	-0.16731	0.35251	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99131	0.96175	-0.20219	1.0463
50578	HCC1187	10259	ICRF-193	3.5035	0.30515	0.19628	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97945	1.5541	0.23307	0.77207	0.84463	-0.24782	0.3421	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98157	1.7935	-0.39256	0.76952
50578	HCC1187	10228	IKK16	4.3046	0.0052307	0.24811	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97599	4.298	0.0037138	4.8818	3.6747	-0.95396	0.45526	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98732	4.5575	-0.95525	4.9619
50578	HCC1187	10228	IKK16	5.4299	0.0063522	0.20446	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9935	5.4125	0.0049	3.061	4.55	-0.9261	0.44548	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91522	6.5534	-0.92917	2.8785
50578	HCC1187	10023	Imatinib	20.7433	0.0023657	0.28642	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96798	20.7433	2.88E-10	1.1269	18.0433	-0.96787	0.50336	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97668	32.9215	-1	1.8269
50578	HCC1187	10023	Imatinib	33.3481	0.0098218	0.18634	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99181	33.2182	0.0080135	4.1405	24.5505	-0.99141	0.40666	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99616	32.5131	-0.99747	3.9049
50578	HCC1187	10023	Imatinib	34.5412	0.0017265	0.23875	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9869	34.5412	4.53E-07	3.3272	25.0237	-0.99605	0.47497	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98745	34.8634	-1	3.3129
50578	HCC1187	10261	Ixabepilone	0.0015532	0.0065466	0.75806	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99699	0.0015037	0.038879	2.4981	0.00089921	-0.99455	1.5603	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99879	0.0013613	-0.95668	2.5786
50578	HCC1187	10261	Ixabepilone	0.0024975	0.0037136	0.71755	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99528	0.0024637	0.032944	5	0.0019535	-0.99519	1.4621	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99813	0.0024167	-0.94875	5
50578	HCC1187	10261	Ixabepilone	0.0080368	0.0062125	0.65702	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99992	0.0079725	0.01278	3.2239	0.0063539	-0.96513	1.272	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99973	0.0089395	-0.93944	3.0972
50578	HCC1187	10051	Lapatinib	96.8768	0.8259	0.0065625	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.81203	96.1106	0.0035376	0.89416	30.2967	0.66464	0.022215	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.88695	107.0731	-1	0.87021
50578	HCC1187	10051	Lapatinib	Inf	0.86236	0.031518	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.82404	0.87539	0.87371	4.954	Inf	0.81387	0.043644	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.83506	0.87156	0.82955	4.9888
50578	HCC1187	10051	Lapatinib	Inf	0.97619	0.022931	flat fit: x = Einf	0.067658	Inf	0.97619	0	Inf	0.95724	0.040968	flat fit: x = Einf	0.10504	Inf	0.95724	0
50578	HCC1187	10263	LBH589	0.21879	0.021702	0.36811	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99524	0.21589	0.032299	4.9999	0.19524	-0.8591	0.68477	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99741	0.23696	-0.81671	4.9997
50578	HCC1187	10230	Lestaurtinib	2.1102	0.0061164	0.31291	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93956	2.1102	2.78E-10	0.67513	0.73196	-0.96264	0.56259	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94022	3.4312	-1	0.7111
50578	HCC1187	10230	Lestaurtinib	2.3184	0.0051727	0.19608	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.89969	2.3184	1.08E-11	0.68339	0.96691	-0.95258	0.32933	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8824	4.4971	-1	0.71474
50578	HCC1187	10264	Methotrexate	Inf	0.54793	0.32885	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98786	0.016798	0.57232	5	0.018201	0.11446	0.64705	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99051	0.016823	0.16271	5
50578	HCC1187	10264	Methotrexate	Inf	0.90641	0.031072	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.59109	0.046472	0.93856	4.9991	Inf	0.78263	0.084261	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.64092	0.046615	0.85748	4.9884
50578	HCC1187	10107	MG-132	0.12135	0.0042939	0.51667	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98883	0.12135	1.05E-09	1.7291	0.093334	-0.95021	0.94606	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99368	0.14952	-0.92127	2.2168
50578	HCC1187	10265	MLN4924	0.86715	0.3029	0.27116	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96266	0.47196	0.33578	1.8303	0.45908	-0.20379	0.45606	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96521	0.5655	-0.16994	1.4034
50578	HCC1187	10265	MLN4924	3.3334	0.38981	0.19605	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98232	1.2046	0.41056	1.6909	1.3117	-0.12199	0.34593	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98057	1.4666	-0.089908	1.4819
50578	HCC1187	10099	Nilotinib	Inf	0.6553	0.13803	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.72941	999.8957	0.21954	0.21928	406.4645	0.51283	0.18981	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.73452	1000	-0.11352	0.22727
50578	HCC1187	10266	NSC 663284	2.0048	0.011277	0.37057	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98284	1.9951	0.010157	4.2405	1.642	-0.9252	0.69262	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99045	2.0605	-0.92434	4.611
50578	HCC1187	10266	NSC 663284	2.3548	0.0029164	0.31464	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99468	2.3506	0.0043503	4.9116	2.0005	-0.985	0.62883	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99732	2.5269	-0.97831	4.6402
50578	HCC1187	10267	NU6102	15.2629	0.12055	0.13324	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99064	15.2628	8.44E-08	1.2563	7.9248	-0.63395	0.23294	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99306	19.8405	-1	1.1971
50578	HCC1187	10268	Nutlin 3a	21.6068	0.16561	0.052034	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99276	19.8226	0.16232	4.5543	16.4757	-0.6348	0.10764	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99598	19.4918	-0.63876	4.8962
50578	HCC1187	10268	Nutlin 3a	23.0026	0.038085	0.08078	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9808	23.0026	2.81E-08	2.9391	15.8196	-0.92415	0.17512	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98503	22.9856	-1	2.9405
50578	HCC1187	10268	Nutlin 3a	50.4886	0.42346	0.076449	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97886	50.4885	1.37E-06	1.0857	22.2254	-0.031024	0.13361	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98123	63.1215	-1	1.0525
50578	HCC1187	10344	Olomoucine II	8.5165	0.0091893	0.21192	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99589	8.4806	0.0057866	2.7579	6.2967	-0.95339	0.40477	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99774	9.4773	-0.95827	2.6179
50578	HCC1187	10269	Oxaliplatin	1.7039	0.0082868	0.47839	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98583	1.6862	0.010586	2.0525	0.30921	-0.99996	1.1071	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95573	0.84571	-1	1.0919
50578	HCC1187	10269	Oxaliplatin	3.007	0.0034397	0.39405	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99204	2.905	0.021937	1.3004	1.3175	-0.99065	0.78804	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99557	3.0886	-0.95036	1.2499
50578	HCC1187	10269	Oxaliplatin	4.2235	0.019169	0.36327	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99474	4.1481	0.043078	4.9996	2.4512	-0.99965	0.82667	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99851	3.0527	-0.99794	5
50578	HCC1187	10270	Oxamflatin	1.1846	0.0095296	0.31863	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9921	1.1829	0.00094506	1.3322	0.63992	-0.95192	0.59473	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9948	1.5216	-0.98363	1.2557
