Cell line	DoublingTime	Tissue	Drug	GR50 (uM)	GRmax	AOC_GR	fit r2 (GR curve)	IC50 (uM)	Emax	AUC	fit r2 (IC curve)	CDC73_del	BCL2_del	PTEN_mut
EFE184	41.0	Uterus	gdc0941	31.0	0.72467	0.25851	0.65705	31.0	0.77097	0.79612	0.68617	0	0	0
EFE184	41.0	Uterus	gemcitabine	0.01606	0.28447	0.35515	0.96789	31.0	0.4595	0.72174	0.97228	0	0	0
EFE184	41.0	Uterus	irinotecan	5.5312	0.024386	0.18474	0.99433	8.5165	0.30884	0.85662	0.99308	0	0	0
EFE184	41.0	Uterus	lapatinib	3.0761	-0.032496	0.26693	0.98108	5.5445	0.27936	0.79306	0.97707	0	0	0
EFE184	41.0	Uterus	ms275	31.0	0.89642	0.025163	0.57746	31.0	0.91084	0.97851	0.56795	0	0	0
EFE184	41.0	Uterus	paclitaxel	0.15162	-0.055077	0.33654	0.99564	0.20774	0.26801	0.75696	0.99359	0	0	0
EFE184	41.0	Uterus	pd0325901	0.20179	0.25227	0.47798	0.95961	1.9457	0.43947	0.62553	0.96154	0	0	0
EFE184	41.0	Uterus	rapamycin	31.0	0.73896	0.04626	0.93255	31.0	0.78223	0.96213	0.92249	0	0	0
EFE184	41.0	Uterus	thapsigargin	0.25036	0.086517	0.13043	0.98857	0.32201	0.34249	0.90663	0.98105	0	0	0
EFE184	41.0	Uterus	vorinostat	1.8755	-0.42142	0.22655	0.99786	2.4529	0.11325	0.84047	0.99614	0	0	0
EFM19	64.0	Breast	bid1870	31.0	0.9706	-0.018418	-0.053652	31.0	0.98348	1.0179	-0.20941	0	1	0
EFM19	64.0	Breast	bortezomib	0.019924	-0.89252	0.80017	0.99824	0.02464	0.037289	0.58703	0.99824	0	1	0
EFM19	64.0	Breast	crizotinib	31.0	0.95755	-0.017567	-0.03199	31.0	0.97615	1.0146	-0.1885	0	1	0
EFM19	64.0	Breast	docetaxel	0.009253	-0.69245	0.58194	0.9987	0.014678	0.12169	0.69786	0.99607	0	1	0
EFM19	64.0	Breast	doxorubicin	0.51874	-0.82188	0.56626	0.99477	1.524	0.065824	0.69764	0.99497	0	1	0
EFM19	64.0	Breast	erlotinib	31.0	0.93086	0.011392	0.097081	31.0	0.9612	0.99909	0.12904	0	1	0
EFM19	64.0	Breast	gdc0941	0.037258	0.18794	0.62152	0.78482	0.33753	0.55652	0.66267	0.79545	0	1	0
EFM19	64.0	Breast	gemcitabine	31.0	0.57345	0.27000999999999997	0.89688	31.0	0.76349	0.85036	0.89995	0	1	0
EFM19	64.0	Breast	irinotecan	4.114	0.09233	0.2475	0.95671	22.4417	0.50639	0.86325	0.95413	0	1	0
EFM19	64.0	Breast	lapatinib	8.6546	0.40432	0.1064	0.97353	31.0	0.6718	0.94187	0.96765	0	1	0
EFM19	64.0	Breast	ms275	31.0	0.95213	-0.0052583	0.061417	31.0	0.97311	1.0083	-0.086277	0	1	0
EFM19	64.0	Breast	paclitaxel	0.013997	-0.69854	0.96527	0.99896	0.018446	0.11898	0.49847	0.99787	0	1	0
EFM19	64.0	Breast	pd0325901	31.0	0.61421	0.068918	0.75782	31.0	0.78577	0.96401	0.74042	0	1	0
EFM19	64.0	Breast	rapamycin	0.0025176	0.13734	0.37446	0.98047	31.0	0.52993	0.79491	0.97908	0	1	0
EFM19	64.0	Breast	thapsigargin	0.10422	-0.12988	0.2539	0.99123000000000006	0.20812	0.39207	0.86689	0.98612	0	1	0
EFM19	64.0	Breast	vorinostat	0.5886	-0.69289	0.41918	0.98957	1.6032	0.12149	0.77454	0.98924	0	1	0
EFO27	38.0	Ovary	bid1870	31.0	0.84161	0.02413	0.66971	31.0	0.85527	0.97795	0.66487	0	1	0
EFO27	38.0	Ovary	bortezomib	0.034848	-0.54712	0.51534	0.99797	0.040298	0.059952	0.65321	0.9974	0	1	0
EFO27	38.0	Ovary	crizotinib	2.7958	0.783	0.017318	0.80549	31.0	0.80444	0.98447	0.79264	0	1	0
EFO27	38.0	Ovary	docetaxel	0.0052251	0.044055	0.4481	0.9799	0.0077959	0.29181	0.65299	0.98377	0	1	0
EFO27	38.0	Ovary	doxorubicin	0.20513	-0.16043	0.60831	0.97634	0.26542	0.19308	0.56132	0.98657	0	1	0
EFO27	38.0	Ovary	erlotinib	0.21869	0.25096	0.37446	0.98118	0.48687	0.41103	0.69205	0.98083	0	1	0
EFO27	38.0	Ovary	gdc0941	31.0	0.85027	0.092111	0.52533	31.0	0.86291	0.91634	0.52552	0	1	0
EFO27	38.0	Ovary	gemcitabine	0.015849	0.37762	0.31957	0.9895	31.0	0.49345	0.73323	0.9899	0	1	0
EFO27	38.0	Ovary	irinotecan	6.6869	0.04615	0.1424	0.98728	8.7502	0.29292	0.88549	0.98148	0	1	0
EFO27	38.0	Ovary	lapatinib	1.1026	0.1436	0.32058	0.98142	1.9759	0.34677	0.73702	0.98184	0	1	0
EFO27	38.0	Ovary	ms275	31.0	0.88478	0.036574	-0.0176	31.0	0.89367	0.96596	-0.02763	0	1	0
EFO27	38.0	Ovary	paclitaxel	0.0068644	-0.11141	0.73272	0.99063	0.0090616	0.21499	0.45899	0.98993	0	1	0
EFO27	38.0	Ovary	pd0325901	0.80502	0.37199	0.40107	0.95468	31.0	0.48963	0.66008	0.96068	0	1	0
EFO27	38.0	Ovary	rapamycin	0.0054447	0.40719	0.34475	0.98044	31.0	0.51371	0.70696	0.97993	0	1	0
EFO27	38.0	Ovary	thapsigargin	0.060177	0.065033	0.28052	0.98639	0.075705	0.30302	0.78162	0.98297	0	1	0
EFO27	38.0	Ovary	vorinostat	0.63722	-0.66513	0.40257	0.99623	0.75978	0.033837	0.72991	0.99511	0	1	0
EKVX	37.0	Lung	crizotinib	2.3605	-0.86345	0.32412	0.98963	2.5278	0.0053894	0.78172	0.99104	1	0	0
EKVX	37.0	Lung	erlotinib	31.0	0.72182	0.10664	0.98912	31.0	0.74719	0.90109	0.98864	1	0	0
EKVX	37.0	Lung	lapatinib	31.0	0.51111	0.1664	0.93364	31.0	0.57958	0.85089	0.94418	1	0	0
EKVX	37.0	Lung	paclitaxel	0.19584	0.274	0.26899	0.98981	0.32068	0.41578	0.77537	0.98788	1	0	0
EKVX	37.0	Lung	pd0325901	31.0	0.5544	0.27864	0.95005	31.0	0.61232	0.74924	0.94958	1	0	0
EPLC272H	60.0	Lung	bid1870	31.0	0.60723	0.16702	0.60753	31.0	0.76923	0.90123	0.60565	0	1	0
EPLC272H	60.0	Lung	bortezomib	0.012424	-0.97685	0.89144	0.99928	0.016619	0.0047452	0.54143	0.99891	0	1	0
EPLC272H	60.0	Lung	crizotinib	0.70496	0.35992	0.054648	0.93026	31.0	0.62948	0.97314	0.90578	0	1	0
EPLC272H	60.0	Lung	docetaxel	7.2535e-4	-0.5063	0.96759	0.9938	0.0014395	0.1866	0.46995	0.99427	0	1	0
EPLC272H	60.0	Lung	doxorubicin	0.1725	-0.97408	0.9357	0.99915	0.28004	0.005435	0.51442	0.99831	0	1	0
EPLC272H	60.0	Lung	erlotinib	31.0	0.45198	0.20919	0.90435	31.0	0.68095	0.87959	0.89787	0	1	0
EPLC272H	60.0	Lung	gdc0941	0.065944	0.3761	0.49149	0.6997	31.0	0.63848	0.71936	0.71705	0	1	0
EPLC272H	60.0	Lung	gemcitabine	0.0053156	-0.71137	0.89448	0.9974	0.0087814	0.097989	0.51613	0.99774	0	1	0
EPLC272H	60.0	Lung	irinotecan	1.2129	-0.48458	0.40398	0.99657	1.7844	0.1965	0.78382	0.99251	0	1	0
EPLC272H	60.0	Lung	lapatinib	1.7434	-0.43859	0.35554	0.97106	5.4948	0.21772	0.79933	0.96426	0	1	0
EPLC272H	60.0	Lung	ms275	31.0	0.69178	0.11943	0.47543	31.0	0.81805	0.92895	0.47162	0	1	0
EPLC272H	60.0	Lung	paclitaxel	0.0029896	-0.52048	1.1362	0.9988	0.0050225	0.18019	0.38179	0.99894	0	1	0
EPLC272H	60.0	Lung	pd0325901	0.54402	0.061714	0.46252	0.91091	28.1907	0.46771	0.7308	0.90847	0	1	0
EPLC272H	60.0	Lung	rapamycin	0.0024416	0.36198	0.37561	0.98445	31.0	0.63062	0.78089	0.98424	0	1	0
EPLC272H	60.0	Lung	thapsigargin	0.025713	-0.54844	0.55273	0.99354	0.045029	0.16766	0.70022	0.9897	0	1	0
EPLC272H	60.0	Lung	vorinostat	0.96934	-0.65601	0.3536	0.9996	1.934	0.12095	0.80303	0.9995	0	1	0
ES2	24.0	Ovary	bid1870	31.0	0.95228	0.026839	0.69682	31.0	0.93011	0.96055	0.6931	0	1	0
ES2	24.0	Ovary	bortezomib	0.036095	-0.69761	0.58405	0.99942	0.033726	0.0034561	0.62494	0.99671	0	1	0
ES2	24.0	Ovary	crizotinib	31.0	0.93429	0.010931	0.43206	31.0	0.90464	0.981	0.46762	0	1	0
ES2	24.0	Ovary	docetaxel	0.0097198	0.0054577	0.39374	0.99713	0.0074229	0.12706	0.60548	0.99441	0	1	0
ES2	24.0	Ovary	doxorubicin	0.32211	-0.27432	0.55102	0.98693	0.25471	0.04777	0.53573	0.99542	0	1	0
ES2	24.0	Ovary	erlotinib	31.0	0.978	-0.0028412	0.11837	31.0	0.96737	0.99981	0.14869	0	1	0
ES2	24.0	Ovary	gdc0941	31.0	1.0009	0.0047327	-1.9926e-7	31.0	1.0014	0.99305	-6.7629e-8	0	1	0
ES2	24.0	Ovary	gemcitabine	0.0040092	0.0079539	0.60345	0.9979	0.0037038	0.12801	0.44737	0.99787	0	1	0
ES2	24.0	Ovary	irinotecan	1.0458	-0.41501	0.38534	0.99167	0.77928	0.025024	0.66806	0.99248	0	1	0
ES2	24.0	Ovary	lapatinib	14.4423	0.34957	0.061642	0.99518	12.4511	0.30725	0.92698	0.99067	0	1	0
ES2	24.0	Ovary	ms275	31.0	0.95556	0.010679	0.38255	31.0	0.93481	0.98422	0.37294	0	1	0
ES2	24.0	Ovary	paclitaxel	0.049882	-0.059371	0.4802	0.99673	0.041491	0.10403	0.54497	0.99644	0	1	0
ES2	24.0	Ovary	pd0325901	0.21452	0.14268	0.50447	0.95252	0.057676	0.1865	0.43952	0.95424	0	1	0
ES2	24.0	Ovary	rapamycin	31.0	0.76338	0.091944	0.93512	31.0	0.6854	0.87596	0.9401	0	1	0
ES2	24.0	Ovary	thapsigargin	0.02987	0.22409	0.31881	0.99902	0.02699	0.22927	0.67416	0.99841	0	1	0
ES2	24.0	Ovary	vorinostat	1.6373	-0.56437	0.27056	0.99865	1.358	0.010334	0.76435	0.99278	0	1	0
EVSAT	33.0	Breast	bid1870	14.35	0.84134	0.01358	0.61769	13.8421	0.83499	0.98613	0.60245	0	0	1
EVSAT	33.0	Breast	bortezomib	0.083575	-0.78381	0.44868	0.99891	0.085333	0.0077969	0.70712	0.99631	0	0	1
EVSAT	33.0	Breast	crizotinib	31.0	0.96934	0.014617	-0.010266	31.0	0.96686	0.98432	-0.010004	0	0	1
EVSAT	33.0	Breast	docetaxel	0.0040106	0.13664	0.42864	0.99638	0.0043736	0.29145	0.63926	0.99531	0	0	1
EVSAT	33.0	Breast	doxorubicin	1.5203	-0.75749	0.47217	0.99641	1.5154	0.010019	0.70665	0.99135	0	0	1
EVSAT	33.0	Breast	erlotinib	31.0	0.92828	0.0057249	0.15508	31.0	0.92342	0.99311	0.16432	0	0	1
EVSAT	33.0	Breast	gdc0941	31.0	0.68819	0.2535	0.67025	31.0	0.69088	0.76456	0.71217	0	0	1
EVSAT	33.0	Breast	gemcitabine	31.0	0.8109	0.066462	0.806	31.0	0.80517	0.93067	0.80238	0	0	1
EVSAT	33.0	Breast	irinotecan	24.5295	0.77908	0.026202	0.73949	27.6529	0.77462	0.97292	0.71834	0	0	1
EVSAT	33.0	Breast	lapatinib	31.0	0.70047	0.077554	0.93918	31.0	0.70188	0.92106	0.93487	0	0	1
EVSAT	33.0	Breast	ms275	31.0	0.87533	0.0065746	0.73608	31.0	0.86899	0.99281	0.73549	0	0	1
EVSAT	33.0	Breast	paclitaxel	0.01164	0.11066	0.57111	0.99127	0.012046	0.27711	0.5284	0.99479	0	0	1
EVSAT	33.0	Breast	pd0325901	31.0	0.75534	0.050137	0.70132	31.0	0.75224	0.94716	0.66401	0	0	1
EVSAT	33.0	Breast	rapamycin	31.0	0.60152	0.14016	0.95935	31.0	0.61583	0.85951	0.95759	0	0	1
EVSAT	33.0	Breast	thapsigargin	0.031412	0.21979	0.30451	0.986	0.033893	0.33999	0.73064	0.98448	0	0	1
EVSAT	33.0	Breast	vorinostat	1.1803	-0.66673	0.33976	0.99779	1.2489	0.020046	0.75515	0.99323	0	0	1
FADU	33.0	Head and Neck	bid1870	31.0	0.84624	0.047788	0.88077	31.0	0.83984	0.94988	0.88188	1	1	0
FADU	33.0	Head and Neck	bortezomib	0.051379	-0.63395	0.44068	0.99411	0.055356	0.024599	0.67874	0.99635	1	1	0
FADU	33.0	Head and Neck	crizotinib	31.0	0.98812	-0.035417	-3.0076	31.0	0.98709	1.0368	-3.1943	1	1	0
FADU	33.0	Head and Neck	docetaxel	0.0057947	0.1866	0.39136	0.99228	0.0065471	0.32013	0.65537	0.99345	1	1	0
FADU	33.0	Head and Neck	doxorubicin	0.25122	-0.60229	0.70334	0.9932	0.26177	0.029481	0.5281	0.99685	1	1	0
FADU	33.0	Head and Neck	erlotinib	0.5012	0.33572	0.26387	0.98717	0.69696	0.41448	0.7558	0.98869	1	1	0
FADU	33.0	Head and Neck	gdc0941	31.0	0.79167	0.1265	0.69837	31.0	0.78663	0.87268	0.7157	1	1	0
FADU	33.0	Head and Neck	gemcitabine	0.010042	-0.31663	0.6686	0.99709	0.010479	0.096041	0.51843	0.99896	1	1	0
FADU	33.0	Head and Neck	irinotecan	0.46751	-0.53502	0.56298	0.99468	0.50676	0.041458	0.60127	0.995	1	1	0
FADU	33.0	Head and Neck	lapatinib	1.0664	-0.048201	0.31895	0.93433	0.79558	0.19788	0.72045	0.95285	1	1	0
FADU	33.0	Head and Neck	ms275	31.0	1.011	-0.0047534	-0.012407	31.0	1.012	1.0049	-0.011361	1	1	0
FADU	33.0	Head and Neck	paclitaxel	0.019488	0.18383	0.48206	0.99321	0.021685	0.3185	0.58527	0.99233	1	1	0
FADU	33.0	Head and Neck	pd0325901	0.93724	0.345	0.44132	0.87044	3.0413	0.42078	0.58372	0.875	1	1	0
FADU	33.0	Head and Neck	rapamycin	31.0	0.6922	0.13075	0.98322	31.0	0.69446	0.86726	0.98318	1	1	0
FADU	33.0	Head and Neck	thapsigargin	0.043176	-0.049286	0.35287	0.99481	0.047107	0.19739	0.71867	0.9919	1	1	0
FADU	33.0	Head and Neck	vorinostat	2.3361	-0.14729	0.18039	0.9987	2.4716	0.15568	0.8516	0.9974	1	1	0
FU97	55.0	Stomach	bid1870	31.0	1.0342	-0.044325	-2.8918	31.0	1.0224	1.0426	-3.2893	0	0	0
FU97	55.0	Stomach	bortezomib	0.028338	-0.65793	0.62927	0.99226	0.03662	0.099093	0.64534	0.99038	0	0	0
FU97	55.0	Stomach	crizotinib	31.0	0.78175	-0.0023576	0.84089	31.0	0.85962	1.0037	0.79959	0	0	0
FU97	55.0	Stomach	docetaxel	31.0	0.5189	0.16743	0.93008	31.0	0.69753	0.90006	0.90902	0	0	0
FU97	55.0	Stomach	doxorubicin	0.37358	-0.90158	0.81453	0.96913	0.5916	0.0194	0.54982	0.95405	0	0	0
FU97	55.0	Stomach	erlotinib	31.0	0.86814	0.025371	0.77372	31.0	0.91458	0.98746	0.70127	0	0	0
FU97	55.0	Stomach	gdc0941	31.0	0.60743	0.28851	0.77439	31.0	0.75123	0.8196	0.78422	0	0	0
FU97	55.0	Stomach	gemcitabine	31.0	0.63511	0.21305	0.30247	31.0	0.76821	0.86335	0.30415	0	0	0
FU97	55.0	Stomach	irinotecan	8.5327	-0.044886	0.1478	0.93574	15.4176	0.38003	0.91045	0.92222	0	0	0
FU97	55.0	Stomach	lapatinib	5.423	-0.38893	0.18782	0.98185	8.8271	0.21178	0.89083	0.97371	0	0	0
FU97	55.0	Stomach	ms275	0.27526	0.81009	-0.0079279	0.65763	31.0	0.87756	1.0147	0.50352	0	0	0
FU97	55.0	Stomach	paclitaxel	0.016193	0.3848	0.35551	0.96711	31.0	0.61804	0.77804	0.96928	0	0	0
FU97	55.0	Stomach	pd0325901	0.44939	0.32707	0.38413	0.89401	31.0	0.58452	0.75882	0.89565	0	0	0
FU97	55.0	Stomach	rapamycin	0.01021	0.44186	0.24104	0.98668	31.0	0.65158	0.85154	0.97319	0	0	0
FU97	55.0	Stomach	thapsigargin	0.089411	-0.50199	0.34037	0.99306	0.10745	0.16202	0.8153	0.98801	0	0	0
FU97	55.0	Stomach	vorinostat	0.46225	-0.96134	0.52383	0.99703	0.74707	0.0057077	0.71578	0.99405	0	0	0
G361	35.0	Skin	bid1870	31.0	0.74953	0.085337	0.80874	31.0	0.75939	0.9154	0.80321	0	0	0
G361	35.0	Skin	bortezomib	0.013237	-0.88185	0.85336	0.99969	0.01384	0.002969	0.52489	0.99885	0	0	0
G361	35.0	Skin	crizotinib	3.849	0.66676	0.091736	0.8953	7.5159	0.68733	0.90976	0.88355	0	0	0
G361	35.0	Skin	docetaxel	0.0093592	0.077332	0.37782	0.9894	0.011909	0.28008	0.68533	0.98905	0	0	0
G361	35.0	Skin	doxorubicin	0.21144	-0.87294	0.83926	0.99113	0.22231	0.003448	0.47903	0.9957	0	0	0
G361	35.0	Skin	erlotinib	31.0	0.81258	0.085596	0.83163	31.0	0.81676	0.91449	0.82842	0	0	0
G361	35.0	Skin	gdc0941	31.0	0.64114	0.16877	0.85394	31.0	0.66577	0.84198	0.87198	0	0	0
G361	35.0	Skin	gemcitabine	0.013104	0.031273	0.46606	0.99367	0.015582	0.25601	0.62752	0.98991	0	0	0
G361	35.0	Skin	irinotecan	3.2319	-0.027136	0.20005	0.98391	3.5978	0.22707	0.83491	0.98117	0	0	0
G361	35.0	Skin	lapatinib	4.615	-0.85048	0.25948	0.99671	4.7219	0.004819	0.82807	0.99021	0	0	0
G361	35.0	Skin	ms275	31.0	0.88732	0.061472	0.1451	31.0	0.88755	0.93816	0.14503	0	0	0
G361	35.0	Skin	paclitaxel	0.033288	-0.093741	0.55258	0.9926	0.03839	0.19625	0.57324	0.99112	0	0	0
G361	35.0	Skin	pd0325901	0.0023884	-0.5347	1.2797	0.98136	0.0032324	0.049799	0.14074	0.99276	0	0	0
G361	35.0	Skin	rapamycin	31.0	0.59059	0.14162	0.97243	31.0	0.62427	0.86797	0.96834	0	0	0
G361	35.0	Skin	thapsigargin	0.089458	0.014177	0.2889	0.99473	0.11406	0.24735	0.75843	0.99151	0	0	0
G361	35.0	Skin	vorinostat	0.60689	-0.80686	0.41332	0.984	0.66282	0.0081598	0.69686	0.99268	0	0	0
G402	35.0	Kidney	bid1870	31.0	0.97205	-0.011158	0.033126	31.0	0.97146	1.0112	0.034334	1	0	0
G402	35.0	Kidney	bortezomib	0.016231	-0.83535	0.71773	0.99491	0.016962	0.0058764	0.56739	0.99448	1	0	0
G402	35.0	Kidney	crizotinib	0.88089	0.45705	0.049032	0.82197	1.1717	0.52123	0.95571	0.78896	1	0	0
G402	35.0	Kidney	docetaxel	0.010259	0.096342	0.32389	0.99057	0.011011	0.29034	0.74462	0.9873	1	0	0
G402	35.0	Kidney	doxorubicin	0.063404	-0.8579	1.0274	0.98811	0.070135	0.0043402	0.35341	0.98832	1	0	0
G402	35.0	Kidney	erlotinib	0.55938	0.40757	0.34338	0.63276	2.1002	0.48547	0.69697	0.62444	1	0	0
G402	35.0	Kidney	gdc0941	0.10444	0.21998	0.43186	0.889	0.12488	0.36173	0.64026	0.90796	1	0	0
G402	35.0	Kidney	gemcitabine	0.0017731	-0.026045	0.7221	0.98609	0.0019183	0.22759	0.44763	0.99115	1	0	0
G402	35.0	Kidney	irinotecan	0.76755	-0.1585	0.41889	0.98213	0.9228	0.16849	0.67289	0.97883	1	0	0
G402	35.0	Kidney	lapatinib	3.9853	-0.26759	0.26295	0.96951	4.4302	0.12662	0.78502	0.93933	1	0	0
G402	35.0	Kidney	ms275	31.0	0.6284	0.13006	0.17703	31.0	0.65518	0.87403	0.1742	1	0	0
G402	35.0	Kidney	paclitaxel	0.020006	-0.084374	0.61256	0.99247	0.022409	0.20044	0.53321	0.98939	1	0	0
G402	35.0	Kidney	pd0325901	1.6938	-0.35338	0.38118	0.96084	2.1357	0.097997	0.6903	0.91722	1	0	0
G402	35.0	Kidney	rapamycin	0.0051906	0.38427	0.25518	0.96878	0.011312	0.46908	0.7749	0.96405	1	0	0
G402	35.0	Kidney	thapsigargin	0.087033	-0.69766	0.43355	0.99577	0.088377	0.020514	0.72106	0.99029	1	0	0
G402	35.0	Kidney	vorinostat	1.8657	-0.10847	0.23973	0.88921	2.3687	0.18974	0.79585	0.8616	1	0	0
GB1	27.0	Brain	bid1870	31.0	0.90497	0.093478	-0.04123	31.0	0.87826	0.88193	-0.043515	0	0	0
GB1	27.0	Brain	bortezomib	0.042318	-0.26285	0.44266	0.9877	0.0415	0.069834	0.6409	0.96663	0	0	0
GB1	27.0	Brain	crizotinib	31.0	0.74035	0.04711	0.37582	31.0	0.69017	0.9381	0.31495	0	0	0
GB1	27.0	Brain	docetaxel	0.19711	0.47142	0.18284	0.89828	0.15315	0.44111	0.7883	0.87034	0	0	0
GB1	27.0	Brain	doxorubicin	31.0	0.54991	0.1157	0.96876	31.0	0.50668	0.86609	0.96996	0	0	0
GB1	27.0	Brain	gdc0941	31.0	0.90372	0.12136	0.29753	31.0	0.87672	0.85087	0.27945	0	0	0
GB1	27.0	Brain	gemcitabine	0.046885	0.35554	0.31685	0.9414	0.040835	0.35444	0.66185	0.95773	0	0	0
GB1	27.0	Brain	irinotecan	1.3289	0.14474	0.29094	0.97259	1.1808	0.22584	0.70402	0.96334	0	0	0
GB1	27.0	Brain	lapatinib	13.1343	0.42079	0.0414	0.93277	12.0489	0.40179	0.94979	0.91611	0	0	0
GB1	27.0	Brain	ms275	31.0	0.83454	0.085543	0.61924	31.0	0.79432	0.89284	0.63791	0	0	0
GB1	27.0	Brain	paclitaxel	31.0	0.53499	0.16185	0.88853	31.0	0.49378	0.80986	0.89935	0	0	0
GB1	27.0	Brain	pd0325901	0.96901	0.17994	0.42791	0.91783	0.48816	0.24484	0.53701	0.92103	0	0	0
GB1	27.0	Brain	rapamycin	31.0	0.55679	0.14008	0.15079	31.0	0.5127	0.82915	0.11757	0	0	0
GB1	27.0	Brain	thapsigargin	0.11876	0.18969	0.2502	0.93061	0.088532	0.25027	0.73209	0.90269	0	0	0
GB1	27.0	Brain	vorinostat	3.6694	0.038407	0.1704	0.98379	3.1051	0.17414	0.81793	0.96307	0	0	0
GI1	33.0	Brain	bid1870	31.0	1.05	-0.0061392	-0.045551	31.0	1.05	1.0061	-0.039341	0	0	0
GI1	33.0	Brain	bortezomib	0.039563	-0.83678	0.60157	0.99822	0.040398	0.0042228	0.65446	0.99379	0	0	0
GI1	33.0	Brain	crizotinib	1.1857	0.49673	0.13002	0.87616	1.8083	0.5313	0.86871	0.85247	0	0	0
GI1	33.0	Brain	docetaxel	0.0025698	-0.012983	0.55396	0.97791	0.0030497	0.2142	0.53731	0.97903	0	0	0
GI1	33.0	Brain	doxorubicin	0.37061	-0.72428	0.64486	0.9938	0.3989	0.013256	0.54271	0.98822	0	0	0
GI1	33.0	Brain	erlotinib	20.7755	0.49419	0.15198	0.63305	31.0	0.52934	0.84695	0.60836	0	0	0
GI1	33.0	Brain	gdc0941	31.0	0.83143	0.10375	0.45154	31.0	0.82521	0.89768	0.46407	0	0	0
GI1	33.0	Brain	gemcitabine	0.0057514	-0.12584	0.60361	0.98022	0.0054813	0.16435	0.52407	0.97776	0	0	0
GI1	33.0	Brain	irinotecan	2.0162	-0.26445	0.28053	0.98358	2.095	0.11277	0.76984	0.98172	0	0	0
GI1	33.0	Brain	lapatinib	13.2305	0.30679	0.13769	0.86954	14.6984	0.39514	0.86415	0.80282	0	0	0
GI1	33.0	Brain	ms275	31.0	0.72779	0.10065	0.62643	31.0	0.72672	0.89571	0.62119	0	0	0
GI1	33.0	Brain	paclitaxel	0.0090093	-0.18767	0.74903	0.98749	0.010221	0.14004	0.41897	0.98779	0	0	0
GI1	33.0	Brain	pd0325901	31.0	0.7078	0.2448	0.67224	31.0	0.70851	0.75446	0.68206	0	0	0
GI1	33.0	Brain	rapamycin	0.041806	0.42505	0.2162	0.93616	31.0	0.47735	0.79182	0.93585	0	0	0
GI1	33.0	Brain	thapsigargin	0.038412	-0.33981	0.48367	0.99349	0.040704	0.089075	0.63913	0.98857	0	0	0
GI1	33.0	Brain	vorinostat	0.50524	-0.65737	0.45823	0.98693	0.52118	0.021295	0.64811	0.97315	0	0	0
GP5D	35.0	Colon	bid1870	31.0	0.98881	-0.041346	-3.2689	31.0	0.98852	1.0414	-3.2612	NaN	NaN	NaN
GP5D	35.0	Colon	bortezomib	0.070007	-0.52527	0.42125	0.99656	0.071283	0.051897	0.72182	0.99593	NaN	NaN	NaN
GP5D	35.0	Colon	crizotinib	31.0	0.71009	0.031229	0.93507	31.0	0.72459	0.96975	0.9254	NaN	NaN	NaN
GP5D	35.0	Colon	docetaxel	0.021015	-0.50231	0.39384	0.99672	0.022007	0.057192	0.74254	0.99251	NaN	NaN	NaN
GP5D	35.0	Colon	doxorubicin	0.58383	-0.84398	0.65405	0.98732	0.62499	0.0052602	0.56414	0.966	NaN	NaN	NaN
GP5D	35.0	Colon	erlotinib	31.0	0.78683	0.0973	0.71522	31.0	0.79306	0.90368	0.71214	NaN	NaN	NaN
GP5D	35.0	Colon	gdc0941	31.0	0.6066	0.27355	0.67977	31.0	0.63726	0.74733	0.69815	NaN	NaN	NaN
GP5D	35.0	Colon	gemcitabine	0.04088	0.43139	0.25961	0.97145	31.0	0.50252	0.76715	0.97229	NaN	NaN	NaN
GP5D	35.0	Colon	irinotecan	8.8744	0.38042	0.11985	0.96047	18.886	0.4664	0.89166	0.95918	NaN	NaN	NaN
GP5D	35.0	Colon	lapatinib	31.0	0.75106	0.060897	0.86879	31.0	0.76075	0.94068	0.85768	NaN	NaN	NaN
GP5D	35.0	Colon	ms275	31.0	0.8406	0.099184	0.077983	31.0	0.84294	0.90112	0.076834	NaN	NaN	NaN
GP5D	35.0	Colon	paclitaxel	0.047122	-0.53669	0.71103	0.99232	0.050818	0.049361	0.52557	0.97974000000000006	NaN	NaN	NaN
GP5D	35.0	Colon	pd0325901	31.0	0.76173	0.32089	0.024725	31.0	0.77032	0.69928	0.021695	NaN	NaN	NaN
GP5D	35.0	Colon	rapamycin	31.0	0.94232	0.0090498	0.4044	31.0	0.94158	0.99076	0.40648	NaN	NaN	NaN
GP5D	35.0	Colon	thapsigargin	0.065502	0.096452	0.26847	0.99104	0.075231	0.2904	0.77721	0.99009	NaN	NaN	NaN
GP5D	35.0	Colon	vorinostat	2.6554	-0.28432	0.15531	0.99191	2.9474	0.12075	0.88211	0.98493	NaN	NaN	NaN
GRANTA519	49.0	Lymphoid	bid1870	31.0	1.0497	-0.042309	-8.6313	31.0	1.0367	1.0367	-6.6977	0	0	0
GRANTA519	49.0	Lymphoid	bortezomib	0.14667	-0.96491	0.31671	0.94907	0.20696	0.0026298	0.80902	0.95074	0	0	0
GRANTA519	49.0	Lymphoid	crizotinib	0.77154	-0.099109	0.074541	0.98953	0.85251999999999994	0.30979	0.9528	0.98546	0	0	0
GRANTA519	49.0	Lymphoid	docetaxel	0.0021696	-0.57933	0.85476	0.99164	0.002701	0.10118	0.49687	0.98891	0	0	0
GRANTA519	49.0	Lymphoid	doxorubicin	0.01746	-0.40612	1.2145	0.87991	0.021323	0.16794	0.30592	0.94666	0	0	0
